"Gene_ID","GSM6435238","GSM6435239","GSM6435240","GSM6435241"
"ENSMUSG00000087226",9,3,4,10
"ENSMUSG00000087228",0,0,0,1
"ENSMUSG00000087230",11,10,8,9
"ENSMUSG00000087231",61,40,47,52
"ENSMUSG00000087232",0,0,0,0
"ENSMUSG00000087233",0,0,0,0
"ENSMUSG00000087235",0,0,0,0
"ENSMUSG00000087236",1,1,0,5
"ENSMUSG00000087238",0,0,0,0
"ENSMUSG00000087239",0,0,0,0
"ENSMUSG00000087240",0,0,1,0
"ENSMUSG00000087241",2,0,1,0
"ENSMUSG00000087242",8,16,11,10
"ENSMUSG00000087244",0,0,0,0
"ENSMUSG00000087245",0,0,0,0
"ENSMUSG00000087246",0,0,0,0
"ENSMUSG00000087247",0,0,0,0
"ENSMUSG00000087248",0,0,0,0
"ENSMUSG00000087249",4,3,4,1
"ENSMUSG00000087250",0,0,0,1
"ENSMUSG00000087252",1,7,4,2
"ENSMUSG00000087253",6,4,10,0
"ENSMUSG00000087254",0,0,0,0
"ENSMUSG00000087255",0,0,0,0
"ENSMUSG00000087256",0,0,0,2
"ENSMUSG00000087258",0,0,0,0
"ENSMUSG00000087259",350,300,352,317
"ENSMUSG00000087260",423,414,373,392
"ENSMUSG00000087261",11,9,12,11
"ENSMUSG00000087263",8,12,10,20
"ENSMUSG00000087264",1,3,2,3
"ENSMUSG00000087265",0,0,0,0
"ENSMUSG00000087266",27,16,31,15
"ENSMUSG00000087267",0,0,0,0
"ENSMUSG00000087268",1,0,1,3
"ENSMUSG00000087269",48,44,59,49
"ENSMUSG00000087270",0,0,0,0
"ENSMUSG00000087272",0,0,0,0
"ENSMUSG00000087273",0,0,0,0
"ENSMUSG00000087276",3,0,1,2
"ENSMUSG00000087277",0,4,2,2
"ENSMUSG00000087278",0,0,0,0
"ENSMUSG00000087279",1,0,0,0
"ENSMUSG00000087281",0,0,0,0
"ENSMUSG00000087283",0,0,0,0
"ENSMUSG00000087286",0,0,0,0
"ENSMUSG00000087288",0,0,0,0
"ENSMUSG00000087289",5,2,0,6
"ENSMUSG00000087290",0,0,0,0
"ENSMUSG00000087291",1,2,2,2
"ENSMUSG00000087292",1,4,0,0
"ENSMUSG00000087293",0,3,1,0
"ENSMUSG00000087294",2,1,0,0
"ENSMUSG00000087295",0,0,0,0
"ENSMUSG00000087296",1,0,0,1
"ENSMUSG00000087298",38,45,45,41
"ENSMUSG00000087299",0,0,0,0
"ENSMUSG00000087300",0,0,0,0
"ENSMUSG00000087301",78,56,37,58
"ENSMUSG00000087302",0,0,0,0
"ENSMUSG00000087303",2,5,3,4
"ENSMUSG00000087305",112,90,69,82
"ENSMUSG00000087306",33,10,4,11
"ENSMUSG00000087307",7,8,3,5
"ENSMUSG00000087308",0,0,0,0
"ENSMUSG00000087309",0,0,0,0
"ENSMUSG00000087312",0,0,0,1
"ENSMUSG00000087314",20,29,27,11
"ENSMUSG00000087316",0,0,0,0
"ENSMUSG00000087317",0,0,0,0
"ENSMUSG00000087318",0,0,0,0
"ENSMUSG00000087319",0,0,0,0
"ENSMUSG00000087321",0,0,4,1
"ENSMUSG00000087322",1,3,3,0
"ENSMUSG00000087323",1,0,0,0
"ENSMUSG00000087325",0,0,0,0
"ENSMUSG00000087326",2,2,1,1
"ENSMUSG00000087327",0,1,2,6
"ENSMUSG00000087328",0,5,1,1
"ENSMUSG00000087329",0,0,0,0
"ENSMUSG00000087330",0,0,0,0
"ENSMUSG00000087331",72,38,54,61
"ENSMUSG00000087332",0,0,0,0
"ENSMUSG00000087333",0,0,0,1
"ENSMUSG00000087334",62,28,36,44
"ENSMUSG00000087335",1,0,1,0
"ENSMUSG00000087336",22,15,18,27
"ENSMUSG00000087337",0,0,0,0
"ENSMUSG00000087338",10,11,6,7
"ENSMUSG00000087339",0,0,0,0
"ENSMUSG00000087340",0,0,0,0
"ENSMUSG00000087341",21,16,8,28
"ENSMUSG00000087342",0,0,0,0
"ENSMUSG00000087343",11,16,5,10
"ENSMUSG00000087344",8,4,3,4
"ENSMUSG00000087345",0,0,0,0
"ENSMUSG00000087347",6,5,5,2
"ENSMUSG00000087348",0,1,2,1
"ENSMUSG00000087350",11,5,4,9
"ENSMUSG00000087351",0,3,0,1
"ENSMUSG00000087352",0,0,0,0
"ENSMUSG00000087353",0,0,0,0
"ENSMUSG00000087354",15,10,5,7
"ENSMUSG00000087355",0,0,0,0
"ENSMUSG00000087356",15,13,20,5
"ENSMUSG00000087357",0,1,0,0
"ENSMUSG00000087358",0,0,0,0
"ENSMUSG00000087360",2,8,3,0
"ENSMUSG00000087361",8,8,11,8
"ENSMUSG00000087362",7,12,13,4
"ENSMUSG00000087363",0,0,0,0
"ENSMUSG00000087364",0,0,2,0
"ENSMUSG00000087365",6,8,7,1
"ENSMUSG00000087366",25,18,41,16
"ENSMUSG00000087367",4,0,1,0
"ENSMUSG00000087368",33,41,36,37
"ENSMUSG00000087369",0,4,0,0
"ENSMUSG00000087370",1907,1725,1979,1797
"ENSMUSG00000087371",0,2,1,1
"ENSMUSG00000087373",4,1,7,0
"ENSMUSG00000087374",0,0,0,0
"ENSMUSG00000087376",0,0,0,0
"ENSMUSG00000087377",5,3,0,0
"ENSMUSG00000087378",0,0,0,0
"ENSMUSG00000087379",0,0,0,0
"ENSMUSG00000087380",168,155,144,132
"ENSMUSG00000087381",52,39,47,43
"ENSMUSG00000087382",0,0,0,0
"ENSMUSG00000087383",31,13,36,11
"ENSMUSG00000087384",0,0,2,1
"ENSMUSG00000087385",205,150,231,184
"ENSMUSG00000087386",0,0,0,1
"ENSMUSG00000087387",0,0,0,0
"ENSMUSG00000087388",0,0,0,0
"ENSMUSG00000087389",0,0,1,0
"ENSMUSG00000087390",16,19,8,13
"ENSMUSG00000087393",1,0,2,0
"ENSMUSG00000087394",0,0,0,0
"ENSMUSG00000087395",0,0,0,0
"ENSMUSG00000087396",61,58,59,42
"ENSMUSG00000087397",1,10,2,6
"ENSMUSG00000087398",0,0,0,0
"ENSMUSG00000087399",1,0,0,0
"ENSMUSG00000087400",9,4,7,6
"ENSMUSG00000087401",0,0,0,0
"ENSMUSG00000087402",0,0,0,0
"ENSMUSG00000087403",849,711,1104,871
"ENSMUSG00000087404",0,0,0,0
"ENSMUSG00000087405",4,4,1,0
"ENSMUSG00000087406",5,2,2,4
"ENSMUSG00000087407",0,0,1,0
"ENSMUSG00000087408",1114,997,1128,1040
"ENSMUSG00000087409",1,0,2,0
"ENSMUSG00000087410",9,2,4,0
"ENSMUSG00000087411",0,1,0,0
"ENSMUSG00000087412",11,15,21,18
"ENSMUSG00000087413",62,37,48,31
"ENSMUSG00000087415",0,0,0,0
"ENSMUSG00000087416",9,10,2,2
"ENSMUSG00000087417",0,0,0,0
"ENSMUSG00000087422",1,2,0,1
"ENSMUSG00000087424",19,17,17,20
"ENSMUSG00000087425",0,0,0,0
"ENSMUSG00000087428",0,0,0,0
"ENSMUSG00000087429",7,0,2,0
"ENSMUSG00000087430",3,0,0,0
"ENSMUSG00000087431",63,80,70,63
"ENSMUSG00000087432",0,0,0,0
"ENSMUSG00000087433",1,4,3,0
"ENSMUSG00000087434",1,0,0,3
"ENSMUSG00000087435",0,0,0,0
"ENSMUSG00000087436",1,1,0,1
"ENSMUSG00000087437",4,6,6,0
"ENSMUSG00000087439",14,5,6,3
"ENSMUSG00000087440",20,18,10,18
"ENSMUSG00000087441",0,0,0,0
"ENSMUSG00000087442",1,1,3,0
"ENSMUSG00000087443",1,1,0,5
"ENSMUSG00000087444",4,4,10,1
"ENSMUSG00000087445",41,26,40,34
"ENSMUSG00000087449",0,0,1,2
"ENSMUSG00000087450",0,0,0,0
"ENSMUSG00000087451",3,0,1,0
"ENSMUSG00000087452",1,2,0,0
"ENSMUSG00000087454",0,0,0,0
"ENSMUSG00000087455",2,1,1,3
"ENSMUSG00000087456",0,2,1,0
"ENSMUSG00000087457",0,0,0,0
"ENSMUSG00000087458",0,0,0,1
"ENSMUSG00000087459",0,0,0,0
"ENSMUSG00000087460",0,0,0,0
"ENSMUSG00000087461",0,11,20,11
"ENSMUSG00000087462",0,0,0,0
"ENSMUSG00000087464",0,0,0,0
"ENSMUSG00000087465",0,0,0,0
"ENSMUSG00000087466",27,19,24,32
"ENSMUSG00000087467",103,66,39,85
"ENSMUSG00000087468",0,0,0,0
"ENSMUSG00000087469",0,0,0,0
"ENSMUSG00000087470",0,0,0,2
"ENSMUSG00000087473",17,6,5,4
"ENSMUSG00000087474",2,5,2,1
"ENSMUSG00000087475",9,15,15,9
"ENSMUSG00000087476",0,2,1,0
"ENSMUSG00000087477",0,0,0,0
"ENSMUSG00000087478",72,44,61,46
"ENSMUSG00000087479",97,103,106,80
"ENSMUSG00000087480",5,13,2,4
"ENSMUSG00000087482",0,0,0,0
"ENSMUSG00000087484",11,12,20,26
"ENSMUSG00000087485",0,1,0,4
"ENSMUSG00000087486",2,0,0,0
"ENSMUSG00000087487",0,0,2,1
"ENSMUSG00000087489",0,0,0,0
"ENSMUSG00000087491",0,0,0,0
"ENSMUSG00000087492",0,2,0,0
"ENSMUSG00000087495",0,0,0,0
"ENSMUSG00000087496",12,13,3,12
"ENSMUSG00000087497",174,140,113,141
"ENSMUSG00000087500",0,0,0,1
"ENSMUSG00000087501",9,7,8,10
"ENSMUSG00000087502",10,6,24,4
"ENSMUSG00000087504",0,0,0,0
"ENSMUSG00000087505",0,3,1,0
"ENSMUSG00000087507",1,0,0,0
"ENSMUSG00000087508",0,0,0,1
"ENSMUSG00000087510",0,0,0,0
"ENSMUSG00000087512",7,0,4,2
"ENSMUSG00000087513",0,0,0,0
"ENSMUSG00000087514",0,0,0,1
"ENSMUSG00000087515",0,0,0,0
"ENSMUSG00000087516",11,28,16,28
"ENSMUSG00000087517",0,0,0,0
"ENSMUSG00000087518",7,1,5,2
"ENSMUSG00000087519",11,7,19,9
"ENSMUSG00000087520",0,0,0,0
"ENSMUSG00000087521",0,0,1,0
"ENSMUSG00000087522",0,0,0,0
"ENSMUSG00000087523",26,8,23,22
"ENSMUSG00000087524",35,20,16,32
"ENSMUSG00000087525",0,0,1,0
"ENSMUSG00000087526",3,3,3,3
"ENSMUSG00000087527",0,0,0,0
"ENSMUSG00000087528",102,94,112,98
"ENSMUSG00000087530",2,0,0,1
"ENSMUSG00000087531",3,0,0,0
"ENSMUSG00000087532",1,0,7,1
"ENSMUSG00000087534",0,0,0,2
"ENSMUSG00000087535",47,40,47,40
"ENSMUSG00000087536",5,4,9,10
"ENSMUSG00000087537",0,0,0,0
"ENSMUSG00000087538",5,0,0,1
"ENSMUSG00000087539",4,11,3,7
"ENSMUSG00000087540",0,0,1,1
"ENSMUSG00000087541",1,0,0,4
"ENSMUSG00000087542",0,0,2,0
"ENSMUSG00000087543",27,21,28,26
"ENSMUSG00000087544",0,0,0,0
"ENSMUSG00000087545",0,3,0,0
"ENSMUSG00000087547",2,0,0,0
"ENSMUSG00000087549",0,0,0,0
"ENSMUSG00000087550",0,0,0,0
"ENSMUSG00000087552",2,0,0,1
"ENSMUSG00000087553",0,0,0,0
"ENSMUSG00000087555",0,3,2,1
"ENSMUSG00000087556",23,20,10,13
"ENSMUSG00000087559",0,0,0,0
"ENSMUSG00000087561",0,0,0,0
"ENSMUSG00000087563",0,0,0,0
"ENSMUSG00000087564",0,0,0,0
"ENSMUSG00000087565",2,6,10,0
"ENSMUSG00000087568",0,0,0,0
"ENSMUSG00000087569",0,0,0,0
"ENSMUSG00000087570",0,0,1,0
"ENSMUSG00000087571",0,8,7,3
"ENSMUSG00000087574",108,122,137,122
"ENSMUSG00000087575",5,4,2,6
"ENSMUSG00000087577",0,0,0,0
"ENSMUSG00000087578",11,4,5,9
"ENSMUSG00000087579",6,3,12,11
"ENSMUSG00000087581",0,0,0,0
"ENSMUSG00000087582",0,0,0,0
"ENSMUSG00000087584",0,0,0,0
"ENSMUSG00000087585",0,0,0,0
"ENSMUSG00000087586",0,3,0,0
"ENSMUSG00000087587",0,0,0,0
"ENSMUSG00000087588",0,0,8,5
"ENSMUSG00000087589",22,28,16,31
"ENSMUSG00000087590",62,38,48,56
"ENSMUSG00000087591",0,0,0,0
"ENSMUSG00000087592",0,0,0,0
"ENSMUSG00000087593",0,0,0,0
"ENSMUSG00000087595",25,26,21,24
"ENSMUSG00000087596",11,2,1,2
"ENSMUSG00000087597",0,0,0,1
"ENSMUSG00000087598",165,132,218,166
"ENSMUSG00000087600",2,3,0,0
"ENSMUSG00000087601",2,0,4,1
"ENSMUSG00000087602",2,0,0,1
"ENSMUSG00000087603",0,0,0,0
"ENSMUSG00000087604",1,1,0,0
"ENSMUSG00000087605",1,4,0,1
"ENSMUSG00000087606",0,0,0,0
"ENSMUSG00000087607",0,0,0,0
"ENSMUSG00000087608",0,0,0,0
"ENSMUSG00000087609",0,0,0,0
"ENSMUSG00000087610",2,3,16,5
"ENSMUSG00000087611",13,11,10,11
"ENSMUSG00000087612",16,13,12,11
"ENSMUSG00000087613",0,0,0,0
"ENSMUSG00000087614",1,0,0,0
"ENSMUSG00000087615",0,0,0,0
"ENSMUSG00000087616",15,10,9,22
"ENSMUSG00000087617",0,1,0,0
"ENSMUSG00000087618",1,0,1,3
"ENSMUSG00000087620",135,158,160,158
"ENSMUSG00000087621",1,0,1,0
"ENSMUSG00000087622",0,0,1,0
"ENSMUSG00000087623",33,21,35,32
"ENSMUSG00000087624",5,0,2,2
"ENSMUSG00000087625",1,0,0,1
"ENSMUSG00000087626",0,0,0,0
"ENSMUSG00000087627",0,0,1,4
"ENSMUSG00000087628",3,4,7,3
"ENSMUSG00000087629",3,0,0,1
"ENSMUSG00000087630",0,0,1,0
"ENSMUSG00000087632",0,0,0,0
"ENSMUSG00000087633",13,11,4,2
"ENSMUSG00000087635",19,37,38,29
"ENSMUSG00000087636",1,0,10,2
"ENSMUSG00000087637",2,0,0,0
"ENSMUSG00000087638",2,0,2,0
"ENSMUSG00000087639",2,3,0,1
"ENSMUSG00000087640",0,0,0,0
"ENSMUSG00000087641",0,0,0,0
"ENSMUSG00000087642",0,0,0,0
"ENSMUSG00000087643",0,0,0,0
"ENSMUSG00000087644",35,12,8,23
"ENSMUSG00000087646",0,0,0,0
"ENSMUSG00000087647",0,0,2,0
"ENSMUSG00000087648",7,0,0,0
"ENSMUSG00000087649",0,0,0,0
"ENSMUSG00000087651",217,156,175,172
"ENSMUSG00000087652",5,7,8,0
"ENSMUSG00000087654",0,0,0,0
"ENSMUSG00000087657",0,0,0,0
"ENSMUSG00000087658",0,0,0,0
"ENSMUSG00000087659",0,0,0,0
"ENSMUSG00000087660",0,1,0,4
"ENSMUSG00000087662",0,0,1,1
"ENSMUSG00000087663",0,0,0,0
"ENSMUSG00000087666",0,0,0,0
"ENSMUSG00000087667",4,0,4,1
"ENSMUSG00000087668",0,0,0,0
"ENSMUSG00000087669",2,0,0,0
"ENSMUSG00000087670",0,0,1,0
"ENSMUSG00000087672",16,14,22,19
"ENSMUSG00000087674",158,116,113,142
"ENSMUSG00000087675",85,67,45,46
"ENSMUSG00000087677",0,0,0,0
"ENSMUSG00000087678",2,4,2,3
"ENSMUSG00000087679",1401,1227,1045,1089
"ENSMUSG00000087681",0,0,0,0
"ENSMUSG00000087682",0,0,0,0
"ENSMUSG00000087683",0,0,0,0
"ENSMUSG00000087684",0,0,0,0
"ENSMUSG00000087685",0,1,6,0
"ENSMUSG00000087687",57,74,47,45
"ENSMUSG00000087688",0,0,0,0
"ENSMUSG00000087689",0,0,0,0
"ENSMUSG00000087690",2,1,0,1
"ENSMUSG00000087691",3,1,5,0
"ENSMUSG00000087692",3,7,2,1
"ENSMUSG00000087693",0,0,0,0
"ENSMUSG00000087694",58,39,63,52
"ENSMUSG00000087695",7,5,5,0
"ENSMUSG00000087698",30,18,19,32
"ENSMUSG00000087700",15,8,19,11
"ENSMUSG00000087701",44,53,34,40
"ENSMUSG00000087702",0,0,0,0
"ENSMUSG00000087703",0,4,0,0
"ENSMUSG00000087704",0,0,0,0
"ENSMUSG00000087707",0,0,0,0
"ENSMUSG00000087708",0,0,0,0
"ENSMUSG00000087710",1,0,0,0
"ENSMUSG00000087712",0,0,0,0
"ENSMUSG00000087714",3,0,2,0
"ENSMUSG00000087715",0,0,0,0
"ENSMUSG00000087716",0,0,0,0
"ENSMUSG00000087717",0,0,0,0
"ENSMUSG00000087718",0,0,0,0
"ENSMUSG00000087719",0,0,1,0
"ENSMUSG00000087720",0,0,0,0
"ENSMUSG00000087721",6,7,2,2
"ENSMUSG00000087722",0,0,0,0
"ENSMUSG00000087723",0,0,0,0
"ENSMUSG00000087724",0,0,0,0
"ENSMUSG00000087726",0,0,0,0
"ENSMUSG00000087728",0,0,0,0
"ENSMUSG00000087730",0,0,3,0
"ENSMUSG00000087731",0,0,0,0
"ENSMUSG00000087732",0,0,0,0
"ENSMUSG00000087734",0,1,0,0
"ENSMUSG00000087736",0,0,0,0
"ENSMUSG00000087737",0,0,0,0
"ENSMUSG00000087739",3,12,2,2
"ENSMUSG00000087741",0,0,0,1
"ENSMUSG00000087742",0,0,0,0
"ENSMUSG00000087743",0,0,0,0
"ENSMUSG00000087744",0,0,0,0
"ENSMUSG00000087746",0,0,0,0
"ENSMUSG00000087747",0,0,0,0
"ENSMUSG00000087748",0,1,0,0
"ENSMUSG00000087750",0,0,3,0
"ENSMUSG00000087752",0,0,0,0
"ENSMUSG00000087754",0,0,2,1
"ENSMUSG00000087756",0,0,0,0
"ENSMUSG00000087758",0,0,0,0
"ENSMUSG00000087759",0,0,0,0
"ENSMUSG00000087760",0,0,0,0
"ENSMUSG00000087761",0,0,0,0
"ENSMUSG00000087764",0,0,0,0
"ENSMUSG00000087765",0,0,0,0
"ENSMUSG00000087766",0,0,0,0
"ENSMUSG00000087767",0,0,0,0
"ENSMUSG00000087768",0,0,0,0
"ENSMUSG00000087769",0,0,0,0
"ENSMUSG00000087772",0,0,0,0
"ENSMUSG00000087774",0,0,0,0
"ENSMUSG00000087775",0,0,0,0
"ENSMUSG00000087776",0,0,0,0
"ENSMUSG00000087777",0,0,0,0
"ENSMUSG00000087779",0,0,0,0
"ENSMUSG00000087780",0,1,0,1
"ENSMUSG00000087781",0,0,0,0
"ENSMUSG00000087782",0,0,0,0
"ENSMUSG00000087783",0,0,0,0
"ENSMUSG00000087784",4,0,0,0
"ENSMUSG00000087785",1,0,1,0
"ENSMUSG00000087786",0,0,0,0
"ENSMUSG00000087789",0,0,0,0
"ENSMUSG00000087790",0,0,5,0
"ENSMUSG00000087791",0,0,0,1
"ENSMUSG00000087792",0,0,0,0
"ENSMUSG00000087793",0,0,1,1
"ENSMUSG00000087794",2,3,5,0
"ENSMUSG00000087795",3,2,0,1
"ENSMUSG00000087796",0,0,0,0
"ENSMUSG00000087798",0,0,0,0
"ENSMUSG00000087799",0,0,0,0
"ENSMUSG00000087800",0,0,0,0
"ENSMUSG00000087801",0,0,0,0
"ENSMUSG00000087802",0,0,0,0
"ENSMUSG00000087804",0,0,0,0
"ENSMUSG00000087805",0,0,0,0
"ENSMUSG00000087806",0,0,0,0
"ENSMUSG00000087807",0,0,0,0
"ENSMUSG00000087808",0,0,0,0
"ENSMUSG00000087810",0,0,0,0
"ENSMUSG00000087812",0,0,0,0
"ENSMUSG00000087813",0,0,0,0
"ENSMUSG00000087815",0,0,0,0
"ENSMUSG00000087816",0,0,0,0
"ENSMUSG00000087817",0,0,5,0
"ENSMUSG00000087819",3,11,10,3
"ENSMUSG00000087820",0,0,0,0
"ENSMUSG00000087823",4,11,0,1
"ENSMUSG00000087825",0,0,0,0
"ENSMUSG00000087829",0,0,0,0
"ENSMUSG00000087830",0,0,0,0
"ENSMUSG00000087831",0,0,0,0
"ENSMUSG00000087832",0,0,0,0
"ENSMUSG00000087833",0,0,0,0
"ENSMUSG00000087834",0,0,0,0
"ENSMUSG00000087835",0,0,0,0
"ENSMUSG00000087836",0,0,0,0
"ENSMUSG00000087838",0,0,0,0
"ENSMUSG00000087839",0,0,0,0
"ENSMUSG00000087841",0,0,0,0
"ENSMUSG00000087842",0,0,0,0
"ENSMUSG00000087843",0,0,0,0
"ENSMUSG00000087844",0,0,0,0
"ENSMUSG00000087845",0,0,0,0
"ENSMUSG00000087846",0,0,0,0
"ENSMUSG00000087847",0,0,0,0
"ENSMUSG00000087848",0,0,0,0
"ENSMUSG00000087850",0,0,0,0
"ENSMUSG00000087852",0,0,0,0
"ENSMUSG00000087853",0,0,0,0
"ENSMUSG00000087854",0,0,0,0
"ENSMUSG00000087855",0,0,0,0
"ENSMUSG00000087857",0,0,0,0
"ENSMUSG00000087858",0,0,0,0
"ENSMUSG00000087859",0,0,0,0
"ENSMUSG00000087860",0,0,0,0
"ENSMUSG00000087861",0,0,0,0
"ENSMUSG00000087862",0,0,0,0
"ENSMUSG00000087863",0,0,0,0
"ENSMUSG00000087867",0,0,0,0
"ENSMUSG00000087869",0,0,0,0
"ENSMUSG00000087870",0,0,0,0
"ENSMUSG00000087871",0,0,0,0
"ENSMUSG00000087872",0,0,0,0
"ENSMUSG00000087873",0,0,0,0
"ENSMUSG00000087875",0,0,0,0
"ENSMUSG00000087876",0,0,0,0
"ENSMUSG00000087877",0,0,0,0
"ENSMUSG00000087878",0,0,0,0
"ENSMUSG00000087879",0,0,0,0
"ENSMUSG00000087880",0,0,0,0
"ENSMUSG00000087881",2,2,1,0
"ENSMUSG00000087883",0,0,0,0
"ENSMUSG00000087884",0,0,0,0
"ENSMUSG00000087885",32,17,10,22
"ENSMUSG00000087886",0,5,4,0
"ENSMUSG00000087887",0,0,0,0
"ENSMUSG00000087890",0,0,0,0
"ENSMUSG00000087891",0,0,0,0
"ENSMUSG00000087892",0,0,0,0
"ENSMUSG00000087893",1,0,3,9
"ENSMUSG00000087894",0,0,0,0
"ENSMUSG00000087895",0,0,0,0
"ENSMUSG00000087896",0,0,0,0
"ENSMUSG00000087897",0,0,0,0
"ENSMUSG00000087898",1,0,3,1
"ENSMUSG00000087899",0,0,0,0
"ENSMUSG00000087902",0,0,0,0
"ENSMUSG00000087903",0,0,0,0
"ENSMUSG00000087904",0,0,0,0
"ENSMUSG00000087905",0,0,0,0
"ENSMUSG00000087908",0,0,0,0
"ENSMUSG00000087909",0,0,0,0
"ENSMUSG00000087910",0,0,0,0
"ENSMUSG00000087911",0,0,0,0
"ENSMUSG00000087912",0,0,0,0
"ENSMUSG00000087913",0,0,0,0
"ENSMUSG00000087914",0,0,0,0
"ENSMUSG00000087915",0,0,1,0
"ENSMUSG00000087916",0,0,0,0
"ENSMUSG00000087917",0,0,0,0
"ENSMUSG00000087919",0,0,0,0
"ENSMUSG00000087921",0,0,0,0
"ENSMUSG00000087922",0,0,0,0
"ENSMUSG00000087923",0,0,0,0
"ENSMUSG00000087924",0,0,0,0
"ENSMUSG00000087925",0,0,0,0
"ENSMUSG00000087926",0,0,0,0
"ENSMUSG00000087929",0,0,0,0
"ENSMUSG00000087930",0,0,0,0
"ENSMUSG00000087932",0,0,0,0
"ENSMUSG00000087933",0,0,0,0
"ENSMUSG00000087935",0,0,0,0
"ENSMUSG00000087936",0,0,0,0
"ENSMUSG00000087937",0,0,0,0
"ENSMUSG00000087938",0,0,0,0
"ENSMUSG00000087939",5,1,4,3
"ENSMUSG00000087940",0,0,0,0
"ENSMUSG00000087941",0,0,0,0
"ENSMUSG00000087942",0,0,0,0
"ENSMUSG00000087943",0,0,0,0
"ENSMUSG00000087945",0,0,0,0
"ENSMUSG00000087946",0,0,0,0
"ENSMUSG00000087947",0,0,0,0
"ENSMUSG00000087949",0,0,0,0
"ENSMUSG00000087950",0,0,0,0
"ENSMUSG00000087951",1,0,0,0
"ENSMUSG00000087954",0,0,0,0
"ENSMUSG00000087956",0,0,0,0
"ENSMUSG00000087957",0,0,0,0
"ENSMUSG00000087958",0,0,0,0
"ENSMUSG00000087959",0,0,0,0
"ENSMUSG00000087960",0,0,0,0
"ENSMUSG00000087961",0,1,0,0
"ENSMUSG00000087963",0,0,0,0
"ENSMUSG00000087964",0,0,0,0
"ENSMUSG00000087965",0,0,0,0
"ENSMUSG00000087966",0,0,0,1
"ENSMUSG00000087967",0,0,0,0
"ENSMUSG00000087968",0,0,5,1
"ENSMUSG00000087973",0,0,0,0
"ENSMUSG00000087975",0,0,0,0
"ENSMUSG00000087979",0,0,0,0
"ENSMUSG00000087980",0,0,0,0
"ENSMUSG00000087981",0,0,0,0
"ENSMUSG00000087982",1,2,2,2
"ENSMUSG00000087983",0,0,0,0
"ENSMUSG00000087985",0,0,0,0
"ENSMUSG00000087987",0,0,0,0
"ENSMUSG00000087989",0,0,0,0
"ENSMUSG00000087990",0,0,0,0
"ENSMUSG00000087991",2,0,0,0
"ENSMUSG00000087992",0,0,0,0
"ENSMUSG00000087993",0,0,0,0
"ENSMUSG00000087994",0,0,0,0
"ENSMUSG00000087995",0,0,0,0
"ENSMUSG00000087997",0,0,0,0
"ENSMUSG00000087999",0,0,0,0
"ENSMUSG00000088000",0,0,0,0
"ENSMUSG00000088001",0,0,0,0
"ENSMUSG00000088002",0,0,0,0
"ENSMUSG00000088004",0,0,0,0
"ENSMUSG00000088005",0,0,0,0
"ENSMUSG00000088008",2,3,0,4
"ENSMUSG00000088009",0,0,0,0
"ENSMUSG00000088010",0,0,0,0
"ENSMUSG00000088014",0,0,0,0
"ENSMUSG00000088015",0,0,0,0
"ENSMUSG00000088016",0,0,0,0
"ENSMUSG00000088017",0,0,0,0
"ENSMUSG00000088018",0,0,0,0
"ENSMUSG00000088019",0,0,0,0
"ENSMUSG00000088020",0,0,0,0
"ENSMUSG00000088021",0,0,0,0
"ENSMUSG00000088022",0,0,0,0
"ENSMUSG00000088025",0,0,0,0
"ENSMUSG00000088026",0,0,0,0
"ENSMUSG00000088027",0,0,0,0
"ENSMUSG00000088028",0,0,0,0
"ENSMUSG00000088030",0,0,0,0
"ENSMUSG00000088031",0,0,0,0
"ENSMUSG00000088036",8,11,12,15
"ENSMUSG00000088037",0,0,0,0
"ENSMUSG00000088039",0,0,0,0
"ENSMUSG00000088040",0,0,0,0
"ENSMUSG00000088041",0,0,0,0
"ENSMUSG00000088043",0,0,0,0
"ENSMUSG00000088044",0,0,0,0
"ENSMUSG00000088045",0,0,0,0
"ENSMUSG00000088046",0,0,0,0
"ENSMUSG00000088047",0,0,0,0
"ENSMUSG00000088048",0,0,0,0
"ENSMUSG00000088049",0,0,0,0
"ENSMUSG00000088050",0,0,0,0
"ENSMUSG00000088051",0,0,0,0
"ENSMUSG00000088052",0,0,0,0
"ENSMUSG00000088054",3,0,1,2
"ENSMUSG00000088055",0,0,0,0
"ENSMUSG00000088056",0,0,0,0
"ENSMUSG00000088057",0,0,0,0
"ENSMUSG00000088058",0,0,0,0
"ENSMUSG00000088059",0,1,0,0
"ENSMUSG00000088060",0,0,0,0
"ENSMUSG00000088062",0,0,0,0
"ENSMUSG00000088063",0,0,0,0
"ENSMUSG00000088064",0,0,0,0
"ENSMUSG00000088066",0,0,0,0
"ENSMUSG00000088067",0,0,0,0
"ENSMUSG00000088068",0,0,0,0
"ENSMUSG00000088069",1,4,2,0
"ENSMUSG00000088070",0,0,0,0
"ENSMUSG00000088071",0,0,0,0
"ENSMUSG00000088073",0,0,0,0
"ENSMUSG00000088075",0,0,0,0
"ENSMUSG00000088076",0,0,0,0
"ENSMUSG00000088077",0,0,0,0
"ENSMUSG00000088083",0,0,0,0
"ENSMUSG00000088084",0,0,0,0
"ENSMUSG00000088085",0,0,0,0
"ENSMUSG00000088086",0,0,1,0
"ENSMUSG00000088088",0,0,0,0
"ENSMUSG00000088090",0,0,0,0
"ENSMUSG00000088091",0,0,0,0
"ENSMUSG00000088093",0,0,0,0
"ENSMUSG00000088094",0,0,0,0
