"Gene","GSM7083658","GSM7083659","GSM7083660"
"Cplx3",125,113,124
"Cplx4",0,1,0
"Cpm",149,154,181
"Cpn1",0,9,7
"Cpn2",0,3,0
"Cpne1",163,210,181
"Cpne2",162,219,249
"Cpne3",208,215,213
"Cpne4",459,772,574
"Cpne5",590,632,903
"Cpne6",1032,1266,1410
"Cpne7",235,293,348
"Cpne8",198,177,246
"Cpne9",227,191,289
"Cpox",694,804,728
"Cpped1",327,379,399
"Cpq",136,151,78
"Cps1",4,8,0
"Cpsf1",324,357,447
"Cpsf2",518,525,739
"Cpsf3",474,525,616
"Cpsf3l",182,213,217
"Cpsf4",69,107,96
"Cpsf4l",0,0,0
"Cpsf6",435,575,499
"Cpsf7",351,394,432
"Cpt1a",137,110,123
"Cpt1b",0,1,5
"Cpt1c",276,303,225
"Cpt2",25,55,48
"Cptp",112,93,79
"Cpvl",1,1,0
"Cpxcr1",0,0,0
"Cpxm1",7,13,8
"Cpxm2",22,13,13
"Cpz",3,2,0
"Cr1l",66,85,100
"Cr2",12,27,6
"Crabp1",11,29,11
"Crabp2",31,31,28
"Cracr2a",1,0,4
"Cracr2b",24,28,21
"Cradd",60,81,101
"Cramp1l",265,330,273
"Crat",141,176,152
"Crb1",0,0,0
"Crb2",366,444,347
"Crb3",4,2,3
"Crbn",652,750,739
"Crcp",94,126,109
"Crct1",4,2,0
"Creb1",701,820,911
"Creb3",499,561,485
"Creb3l1",34,29,57
"Creb3l2",9,7,5
"Creb3l3",9,11,4
"Creb3l4",1,0,4
"Creb5",117,109,167
"Crebbp",1223,1260,1361
"Crebl2",26,16,52
"Crebrf",1705,1920,2164
"Crebzf",93,112,91
"Creg1",359,482,552
"Creg2",563,531,601
"Creld1",212,239,266
"Creld2",56,52,90
"Crem",104,126,94
"Crh",169,236,243
"Crhbp",152,202,160
"Crhr1",54,63,40
"Crhr2",2,6,5
"Crim1",742,846,986
"Crip1",45,47,40
"Crip2",855,935,1238
"Crip3",10,4,4
"Cript",308,310,302
"Crisp1",0,0,0
"Crisp2",0,0,0
"Crisp3",0,0,0
"Crisp4",0,0,0
"Crispld1",49,61,90
"Crispld2",41,59,47
"Crk",379,340,301
"Crkl",280,431,441
"Crlf1",11,22,26
"Crlf2",179,213,253
"Crlf3",128,137,176
"Crls1",138,138,126
"Crmp1",696,765,881
"Crnde",6,16,14
"Crnkl1",187,220,201
"Crnn",0,0,0
"Crocc",87,115,142
"Crot",86,119,110
"Crp",0,0,0
"Crtac1",472,448,595
"Crtam",2,0,4
"Crtap",27,26,60
"Crtc1",527,537,680
"Crtc2",120,135,148
"Crtc3",154,175,185
"Crx",0,0,0
"Crxos",0,0,0
"Cry1",129,179,172
"Cry2",497,555,590
"Cryaa",0,1,8
"Cryab",1414,1461,1602
"Cryba1",0,2,0
"Cryba2",0,3,2
"Cryba4",2,3,3
"Crybb1",14,25,17
"Crybb2",0,0,0
"Crybb3",2,6,2
"Crybg3",140,157,185
"Cryga",3,3,5
"Crygb",0,0,0
"Crygc",0,0,0
"Crygd",0,0,0
"Cryge",0,0,0
"Crygf",0,0,0
"Crygn",8,7,3
"Crygs",0,0,1
"Cryl1",48,75,51
"Crym",803,840,800
"Cryz",70,113,101
"Cryzl1",374,390,450
"Cs",1192,1289,1365
"Csad",234,314,273
"Csdc2",125,208,138
"Csde1",3257,3623,4426
"Cse1l",510,512,534
"Csf1",128,168,176
"Csf1r",920,1063,1074
"Csf2",1,0,0
"Csf2ra",238,364,250
"Csf2rb",4,10,1
"Csf2rb2",4,2,0
"Csf3",0,0,0
"Csf3r",0,0,4
"Csgalnact1",202,205,202
"Csgalnact2",136,113,89
"Csk",148,204,156
"Csl",1,0,2
"Csmd1",197,176,249
"Csmd2",279,326,323
"Csmd2os",0,3,8
"Csmd3",165,211,227
"Csn1s1",0,0,0
"Csn1s2a",0,0,0
"Csn1s2b",0,0,0
"Csn2",0,0,0
"Csn3",0,0,0
"Csnk1a1",1328,1399,1594
"Csnk1d",932,1028,1086
"Csnk1e",829,859,942
"Csnk1g1",243,285,278
"Csnk1g2",693,830,1170
"Csnk1g3",417,447,406
"Csnk2a1",1172,1264,1768
"Csnk2a2",340,407,435
"Csnk2b",428,534,452
"Csnka2ip",1,0,0
"Cspg4",92,74,126
"Cspg5",2763,2476,3377
"Cspp1",181,244,243
"Csprs",0,0,0
"Csrnp1",50,64,69
"Csrnp2",174,131,192
"Csrnp3",974,1136,1257
"Csrp1",1420,1798,1778
"Csrp2",53,79,86
"Csrp2bp",173,205,368
"Csrp3",0,0,0
"Cst10",0,0,0
"Cst11",0,0,3
"Cst12",0,0,0
"Cst13",0,0,0
"Cst3",10241,12660,14570
"Cst6",22,54,32
"Cst7",0,0,0
"Cst8",1,0,0
"Cst9",0,0,0
"Csta1",0,1,1
"Cstad",40,48,29
"Cstb",409,446,383
"Cstf1",74,99,120
"Cstf2",856,997,1142
"Cstf2t",617,661,735
"Cstf3",206,189,218
"Cstl1",0,0,0
"Ctag2",0,0,0
"Ctage5",334,370,371
"Ctbp1",1301,1564,1720
"Ctbp2",295,389,271
"Ctbs",25,37,31
"Ctc1",140,134,131
"Ctcf",962,1155,1134
"Ctcfl",2,0,8
"Ctcflos",1,0,1
"Ctdnep1",306,388,378
"Ctdp1",70,94,104
"Ctdsp1",56,88,69
"Ctdsp2",302,361,350
"Ctdspl",407,447,507
"Ctdspl2",262,286,256
"Ctf1",9,16,6
"Ctf2",0,0,0
"Ctgf",463,558,822
"Cth",47,23,17
"Cthrc1",37,58,54
"Ctif",443,530,506
"Ctla2a",46,35,43
"Ctla2b",2,7,7
"Ctla4",0,0,0
"Ctnna1",347,347,417
"Ctnna2",946,997,1091
"Ctnna3",2,5,5
"Ctnnal1",62,110,94
"Ctnnb1",4152,4648,4623
"Ctnnbip1",1847,2098,2995
"Ctnnbl1",207,195,226
"Ctnnd1",444,443,517
"Ctnnd2",2627,2583,2787
"Ctns",65,66,79
"Ctps",219,214,204
"Ctps2",140,159,156
"Ctr9",605,711,742
"Ctrb1",0,0,0
"Ctrc",0,0,0
"Ctrcos",0,0,0
"Ctrl",3,1,3
"Cts3",0,0,0
"Cts6",0,1,0
"Cts7",0,0,0
"Cts8",0,0,0
"Cts8-ps",0,0,0
"Ctsa",691,683,605
"Ctsb",2324,2781,2516
"Ctsc",61,101,54
"Ctsd",2072,2205,2406
"Ctse",0,0,0
"Ctsf",265,298,310
"Ctsg",0,0,0
"Ctsh",102,121,112
"Ctsj",0,2,0
"Ctsk",30,23,22
"Ctsl",681,744,657
"Ctsll3",0,0,0
"Ctsm",0,1,0
"Ctso",129,138,78
"Ctsq",0,0,0
"Ctsr",0,0,0
"Ctss",537,738,724
"Ctsw",1,2,0
"Ctsz",483,549,704
"Cttn",439,443,518
"Cttnbp2",698,702,760
"Cttnbp2nl",211,236,228
"Ctu1",61,98,93
"Ctu2",112,164,172
"Ctxn1",1377,1649,1408
"Ctxn2",172,210,218
"Ctxn3",62,72,40
"Cubn",5,6,2
"Cuedc1",111,137,120
"Cuedc2",621,695,679
"Cul1",952,1024,1031
"Cul2",409,503,461
"Cul3",609,665,723
"Cul4a",250,270,210
"Cul4b",227,316,340
"Cul5",1090,1163,1270
"Cul7",73,96,96
"Cul9",94,86,124
"Cuta",383,418,291
"Cutal",0,7,9
"Cutc",83,80,76
"Cux1",751,802,797
"Cux2",113,148,123
"Cuzd1",1,2,7
"Cwc15",1094,1400,1043
"Cwc22",131,110,138
"Cwc25",158,266,228
"Cwc27",199,216,166
"Cwf19l1",57,84,68
"Cwf19l2",363,428,360
"Cwh43",22,16,25
"Cx3cl1",4010,3770,4362
"Cx3cr1",836,808,897
"Cxadr",3,7,8
"Cxcl1",2,0,1
"Cxcl10",0,11,1
"Cxcl11",1,1,0
"Cxcl12",828,658,830
"Cxcl13",3,3,0
"Cxcl14",610,740,660
"Cxcl15",1,0,0
"Cxcl16",9,20,21
"Cxcl17",2,0,0
"Cxcl2",0,0,9
"Cxcl3",0,0,0
"Cxcl5",5,10,14
"Cxcl9",2,7,6
"Cxcr1",0,0,0
"Cxcr2",2,1,5
"Cxcr3",0,1,0
"Cxcr4",4,24,12
"Cxcr5",51,44,39
"Cxcr6",0,2,1
"Cxx1a",1799,1977,3062
"Cxx1b",1693,1936,3250
"Cxx1c",1702,1877,3050
"Cxxc1",173,238,277
"Cxxc4",430,506,437
"Cxxc5",917,977,1200
"Cyb561",303,337,369
"Cyb561a3",184,161,214
"Cyb561d1",77,102,91
"Cyb561d2",98,142,107
"Cyb5a",499,534,574
"Cyb5b",1058,1213,1282
"Cyb5d1",1,2,1
"Cyb5d2",116,122,143
"Cyb5r1",232,198,297
"Cyb5r2",3,2,0
"Cyb5r3",434,552,541
"Cyb5r4",162,229,182
"Cyb5rl",6,11,10
"Cyba",43,38,40
"Cybb",6,13,13
"Cybrd1",15,24,39
"Cyc1",592,859,1085
"Cycs",1069,1281,1059
"Cyct",0,0,0
"Cyfip1",675,710,620
"Cyfip2",5765,6033,6625
"Cygb",1025,1093,1435
"Cyhr1",878,1010,951
"Cylc1",0,0,0
"Cylc2",0,0,0
"Cyld",1193,1345,1346
"Cym",0,0,0
"Cyp11a1",18,14,10
"Cyp11b1",0,0,0
"Cyp11b2",0,0,0
"Cyp17a1",0,0,0
"Cyp19a1",0,1,0
"Cyp1a1",0,0,1
"Cyp1a2",0,0,0
"Cyp1b1",14,7,12
"Cyp20a1",2,7,0
"Cyp21a1",0,0,0
"Cyp24a1",0,0,1
"Cyp26a1",2,3,1
"Cyp26b1",253,216,318
"Cyp26c1",0,0,1
"Cyp27a1",35,65,38
"Cyp27b1",0,0,3
"Cyp2a12",6,4,0
"Cyp2a22",0,0,0
"Cyp2a4",0,2,0
"Cyp2a5",3,6,1
"Cyp2ab1",0,1,0
"Cyp2b10",0,0,0
"Cyp2b13",0,0,0
"Cyp2b19",0,0,0
"Cyp2b23",6,0,0
"Cyp2b9",0,0,0
"Cyp2c29",9,3,0
"Cyp2c37",3,7,0
"Cyp2c38",0,0,0
"Cyp2c39",0,0,0
"Cyp2c40",0,0,0
"Cyp2c44",7,7,8
"Cyp2c50",0,8,0
"Cyp2c53-ps",0,0,0
"Cyp2c54",3,0,0
"Cyp2c55",3,0,0
"Cyp2c65",0,0,0
"Cyp2c66",3,0,0
"Cyp2c67",0,0,0
"Cyp2c68",0,0,0
"Cyp2c69",0,0,0
"Cyp2c70",1,0,0
"Cyp2d10",2,3,0
"Cyp2d11",0,0,0
"Cyp2d12",0,0,0
"Cyp2d13",0,1,0
"Cyp2d22",97,109,114
"Cyp2d26",1,6,2
"Cyp2d34",0,0,0
"Cyp2d37-ps",1,0,0
"Cyp2d40",0,0,0
"Cyp2d9",2,11,0
"Cyp2e1",21,29,7
"Cyp2f2",9,9,4
"Cyp2g1",0,0,0
"Cyp2j11",0,0,0
"Cyp2j12",72,72,50
"Cyp2j13",0,0,0
"Cyp2j5",4,6,0
"Cyp2j6",127,211,152
"Cyp2j8",0,0,0
"Cyp2j9",139,219,204
"Cyp2r1",2,2,0
"Cyp2s1",14,22,10
"Cyp2t4",8,11,17
"Cyp2u1",1,0,1
"Cyp2w1",0,0,0
"Cyp39a1",11,13,12
"Cyp3a11",3,12,1
"Cyp3a13",9,6,3
"Cyp3a16",0,0,0
"Cyp3a25",4,4,0
"Cyp3a41a",0,0,0
"Cyp3a41b",0,0,0
"Cyp3a44",0,0,0
"Cyp3a57",0,0,0
"Cyp3a59",0,0,0
"Cyp46a1",713,734,1050
"Cyp4a10",0,7,2
"Cyp4a12a",3,1,0
"Cyp4a12b",0,2,4
"Cyp4a14",8,19,1
"Cyp4a29",0,0,0
"Cyp4a30b",0,0,0
"Cyp4a31",0,0,1
"Cyp4a32",0,0,0
"Cyp4b1",1,1,0
"Cyp4b1-ps2",1,0,0
"Cyp4f13",32,40,26
"Cyp4f14",13,65,47
"Cyp4f15",105,127,95
"Cyp4f16",16,4,13
"Cyp4f17",2,2,2
"Cyp4f18",0,0,0
"Cyp4f37",0,0,3
"Cyp4f39",0,0,0
"Cyp4f40",0,0,0
"Cyp4f41-ps",1,0,0
"Cyp4v3",42,90,71
"Cyp4x1",0,0,1
"Cyp4x1os",7,1,0
"Cyp51",552,742,762
"Cyp7a1",8,6,0
"Cyp7b1",73,92,102
"Cyp8b1",1,1,0
"Cypt1",0,0,0
"Cypt10",0,0,0
"Cypt12",0,0,0
"Cypt14",0,0,0
"Cypt15",0,0,0
"Cypt2",0,0,0
"Cypt3",0,0,0
"Cypt4",0,0,0
"Cypt7",0,0,0
"Cypt8",0,0,0
"Cypt9",0,0,0
"Cyr61",22,32,30
"Cys1",49,45,40
"Cysltr1",2,7,5
"Cysltr2",1,0,0
"Cysrt1",0,0,0
"Cystm1",18,22,21
"Cyth1",313,337,311
"Cyth2",616,788,570
"Cyth3",112,192,133
"Cyth4",34,53,42
"Cytip",0,1,3
"Cytl1",7,2,5
"Cyyr1",3,18,10
"D030018L15Rik",0,0,0
"D030024E09Rik",0,0,0
"D030025E07Rik",0,0,0
"D030025P21Rik",0,0,0
"D030028A08Rik",35,25,61
"D030040B21Rik",0,0,0
"D030045P18Rik",1,2,0
"D030047H15Rik",71,69,168
"D030056L22Rik",282,334,265
"D030068K23Rik",29,49,39
"D10Jhu81e",755,891,900
"D10Wsu102e",186,217,241
"D11Wsu47e",32,34,70
"D130009I18Rik",0,0,0
"D130017N08Rik",151,100,200
"D130020L05Rik",55,63,47
"D130040H23Rik",3,4,1
"D130043K22Rik",253,285,344
"D14Ertd670e",0,0,0
"D15Ertd621e",341,325,308
"D16Ertd472e",307,304,338
"D16Ertd519e",0,0,0
"D17Ertd648e",0,0,0
"D17H6S53E",79,98,115
"D17H6S56E-5",42,61,51
"D17Wsu92e",2767,2841,3403
"D19Bwg1357e",317,318,416
"D1Ertd622e",420,407,297
"D1Pas1",1,0,0
"D230025D16Rik",150,184,143
"D230030E09Rik",0,0,0
"D2hgdh",24,17,15
"D2Wsu81e",267,348,402
"D330023K18Rik",82,95,73
"D330041H03Rik",210,198,229
"D330045A20Rik",0,2,1
"D330046F09Rik",0,0,0
"D330050G23Rik",10,14,5
"D330050I16Rik",13,12,13
"D3Ertd254e",309,386,382
"D3Ertd751e",166,131,99
"D430019H16Rik",952,976,1209
"D430020J02Rik",3,14,16
"D430036J16Rik",21,22,14
"D430041D05Rik",1094,998,1374
"D430042O09Rik",77,74,99
"D4Ertd617e",3,6,9
"D530049I02Rik",0,0,0
"D5Ertd577e",0,0,0
"D5Ertd579e",848,960,978
"D5Ertd605e",0,0,1
"D5Ertd615e",0,0,0
"D630003M21Rik",14,16,19
"D630010B17Rik",0,0,2
"D630013N20Rik",0,0,5
"D630023F18Rik",36,53,21
"D630024D03Rik",0,0,1
"D630029K05Rik",1,0,5
"D630033O11Rik",2,5,3
"D630039A03Rik",0,5,5
"D630041G03Rik",78,78,92
"D630045J12Rik",216,223,288
"D630045M09Rik",0,0,0
"D6Ertd474e",0,1,7
"D6Ertd527e",0,0,0
"D6Wsu163e",197,211,212
"D730001G18Rik",0,0,0
"D730005E14Rik",0,7,6
"D730045A05Rik",1,6,0
"D730048I06Rik",0,0,9
"D730050B12Rik",0,0,0
"D7Ertd143e",0,1,3
"D7Ertd443e",43,25,56
"D830005E20Rik",0,0,0
"D830013O20Rik",0,0,0
"D830026I12Rik",0,0,1
"D830030K20Rik",5,5,9
"D830031N03Rik",51,44,57
"D830032E09Rik",1,0,0
"D830046C22Rik",0,0,0
"D8Ertd738e",273,375,378
"D8Ertd82e",154,206,216
"D930007P13Rik",0,0,0
"D930015E06Rik",56,47,56
"D930015M05Rik",2,0,0
"D930016D06Rik",124,141,136
"D930020B18Rik",3,5,10
"D930028M14Rik",3,0,0
"D930032P07Rik",9,0,1
"D930048N14Rik",6,4,6
"Daam1",532,518,614
"Daam2",193,290,268
"Dab1",1148,1303,1168
"Dab2",92,115,90
"Dab2ip",1689,1776,1913
"Dach1",188,165,202
"Dach2",14,17,8
"Dact1",75,150,86
"Dact2",471,392,476
"Dact3",788,873,789
"Dad1",975,1160,1095
"Dag1",981,1081,1431
"Dagla",608,566,581
"Daglb",229,293,318
"Dalir",24,36,21
"Dalrd3",1127,1405,1408
"Dancr",29,33,29
"Dand5",66,96,68
"Dao",0,5,0
"Dap",70,72,86
"Dap3",517,591,545
"Dapk1",306,313,290
"Dapk2",14,24,24
"Dapk3",35,43,35
"Dapl1",21,23,30
"Dapp1",56,41,44
"Dars",224,241,193
"Dars2",83,136,106
"Daw1",2,5,13
"Daxx",309,332,399
"Dazap1",955,968,1352
"Dazap2",1047,1141,1165
"Dazl",50,45,70
"Dbf4",20,23,12
"Dbh",0,1,0
"Dbhos",0,4,0
"Dbi",3679,4479,4819
"Dbil5",6,7,13
"Dbn1",715,721,539
"Dbndd1",91,159,164
"Dbndd2",1575,1718,1960
"Dbnl",420,449,526
"Dbp",987,1258,1163
"Dbpht2",281,361,280
"Dbr1",118,144,198
"Dbt",186,236,234
"Dbx1",0,0,0
"Dbx2",174,216,200
"Dcaf10",240,288,370
"Dcaf11",274,311,350
"Dcaf12",484,424,652
"Dcaf12l1",984,1039,991
"Dcaf12l2",27,35,42
"Dcaf13",310,382,373
"Dcaf15",69,96,74
"Dcaf17",6,15,12
"Dcaf4",188,202,189
"Dcaf5",714,780,803
"Dcaf6",705,734,774
"Dcaf7",885,1038,1078
"Dcaf8",1063,1142,1274
"Dcakd",138,230,214
"Dcbld1",66,103,83
"Dcbld2",311,283,327
"Dcc",260,251,283
"Dcdc2a",59,80,108
"Dcdc2b",48,38,56
"Dcdc2c",0,0,0
"Dchs1",43,74,75
"Dck",168,165,169
"Dclk1",3806,4266,4108
"Dclk2",357,369,357
"Dclk3",325,339,289
"Dclre1a",58,80,96
"Dclre1b",43,34,31
"Dclre1c",52,57,108
"Dcn",318,448,356
"Dcp1a",52,59,67
"Dcp1b",50,62,74
"Dcp2",400,425,482
"Dcpp1",0,0,0
"Dcpp2",0,0,0
"Dcpp3",0,0,0
"Dcps",119,109,129
"Dcst1",5,1,10
"Dcstamp",0,0,0
"Dct",11,3,7
"Dctd",21,16,21
"Dctn1",1380,1470,2188
"Dctn2",1404,1480,1813
"Dctn3",843,959,1220
"Dctn4",592,590,707
"Dctn5",369,430,369
"Dctn6",738,951,813
"Dctpp1",117,97,119
"Dcun1d1",715,808,897
"Dcun1d2",156,203,177
"Dcun1d3",136,121,119
"Dcun1d4",465,511,434
"Dcun1d5",243,245,329
"Dcx",228,491,323
"Dcxr",49,37,43
"Dda1",803,861,936
"Ddah1",858,976,1296
"Ddah2",189,169,179
"Ddb1",1366,1521,1723
"Ddb2",72,102,89
"Ddc",180,238,316
"Ddhd1",235,326,334
"Ddhd2",577,607,695
"Ddi1",0,0,0
"Ddi2",55,53,71
"Ddias",3,5,8
"Ddit3",428,477,481
"Ddit4",563,525,808
"Ddit4l",370,392,365
"Ddn",3076,3242,3402
"Ddo",21,40,39
"Ddost",388,401,412
"Ddr1",828,914,899
"Ddr2",79,89,143
"Ddrgk1",340,400,452
"Ddt",353,500,470
"Ddx1",588,730,665
"Ddx10",640,653,564
"Ddx11",3,0,14
"Ddx17",1566,1897,2095
"Ddx18",240,325,318
"Ddx19a",141,121,179
"Ddx19b",114,175,182
"Ddx20",49,35,53
"Ddx21",371,424,411
"Ddx23",31,32,35
"Ddx24",3581,3947,4519
"Ddx25",589,626,636
"Ddx26b",141,136,140
"Ddx27",268,279,353
"Ddx28",145,161,163
"Ddx31",24,46,38
"Ddx39",68,92,81
"Ddx39b",739,891,952
"Ddx3x",2172,2408,2656
"Ddx3y",831,992,912
"Ddx4",9,24,20
"Ddx41",125,131,182
"Ddx42",644,623,782
"Ddx43",3,3,3
"Ddx46",515,623,523
"Ddx47",245,326,390
"Ddx49",158,167,209
"Ddx5",3867,4481,4014
"Ddx50",604,662,635
"Ddx51",102,81,101
"Ddx52",217,245,263
"Ddx54",128,199,220
"Ddx55",269,346,253
"Ddx56",180,175,178
"Ddx58",32,43,18
"Ddx59",72,74,64
"Ddx6",1829,1964,2291
"Ddx60",8,13,6
"Deaf1",178,236,222
"Dear1",27,39,34
"Deb1",417,571,423
"Decr1",79,108,117
"Decr2",573,643,534
"Dedd",335,353,399
"Dedd2",46,65,57
"Def6",4,15,19
"Def8",136,151,187
"Defa-ps1",0,0,0
"Defa-ps12",0,0,0
"Defa-ps13",0,0,0
"Defa-rs1",0,0,0
"Defa-rs7",0,0,0
"Defa17",0,0,0
"Defa2",0,0,0
"Defa20",0,0,1
"Defa21",0,0,0
"Defa22",0,0,0
"Defa23",0,0,0
"Defa24",0,0,0
"Defa25",0,0,0
"Defa26",0,0,0
"Defa3",0,0,0
"Defa4",0,0,0
"Defa5",0,0,0
"Defa6",0,0,0
"Defb1",11,15,7
"Defb10",0,0,0
"Defb11",7,11,11
"Defb12",0,0,0
"Defb13",0,0,0
"Defb14",0,0,0
"Defb15",0,0,0
"Defb18",0,0,0
"Defb19",0,0,0
"Defb2",0,1,0
"Defb20",0,0,1
"Defb21",0,0,0
"Defb22",0,0,0
"Defb23",0,0,0
"Defb25",1,2,0
"Defb26",1,0,0
"Defb28",0,0,0
"Defb29",0,0,0
"Defb3",0,0,0
"Defb30",2,1,0
"Defb33",0,0,0
"Defb34",0,0,0
"Defb35",0,0,0
"Defb36",0,0,0
"Defb37",0,0,0
"Defb38",0,0,0
"Defb39",0,0,0
"Defb4",0,0,0
"Defb40",0,0,0
"Defb41",0,0,0
"Defb42",0,0,0
"Defb43",0,0,0
"Defb44-ps",0,0,0
"Defb45",0,0,0
"Defb46",0,0,0
"Defb47",2,0,0
"Defb48",0,0,0
"Defb5",0,0,0
"Defb50",0,0,0
"Defb6",0,0,0
"Defb7",0,0,0
"Defb8",0,0,0
"Defb9",0,1,0
"Degs1",782,892,838
"Degs2",557,576,593
"Dek",1519,1848,1292
"Dennd1a",410,491,411
"Dennd1b",81,79,88
"Dennd1c",8,12,10
"Dennd2a",79,182,131
"Dennd2c",5,9,3
"Dennd2d",223,236,216
"Dennd3",12,12,5
"Dennd4a",281,234,298
"Dennd4b",149,192,218
"Dennd4c",34,37,41
"Dennd5a",1019,1047,1100
"Dennd5b",627,662,793
"Dennd6a",76,84,76
"Dennd6b",145,263,241
"Denr",930,1009,1194
"Depdc1a",0,16,4
"Depdc1b",2,1,0
"Depdc5",88,139,131
"Depdc7",9,22,21
"Deptor",466,592,565
"Dera",25,14,8
"Derl1",473,500,569
"Derl2",156,144,149
"Derl3",6,7,14
"Des",3,8,10
"Desi1",863,951,989
"Desi2",143,172,188
"Det1",11,15,15
"Dexi",670,762,856
"Dffa",198,330,308
"Dffb",34,44,23
"Dfna5",62,82,84
"Dfnb59",3,2,0
"Dgat1",114,170,171
"Dgat2",351,434,416
"Dgat2l6",0,0,3
"Dgcr14",113,101,122
"Dgcr2",420,482,495
"Dgcr6",197,217,232
"Dgcr8",180,172,198
"Dgka",73,118,101
"Dgkb",927,1144,1000
"Dgkd",440,509,529
"Dgke",287,305,304
"Dgkeos",0,1,0
"Dgkg",1161,1263,1401
"Dgkh",35,47,83
"Dgki",52,71,93
"Dgkk",42,57,99
"Dgkq",293,318,337
"Dgkz",1695,1902,2242
"Dguok",173,158,233
"Dhcr24",497,553,479
"Dhcr7",87,114,117
"Dhdds",374,427,439
"Dhdh",20,33,31
"Dhfr",70,66,65
"Dhh",0,0,0
"Dhodh",120,127,150
"Dhps",287,313,347
"Dhrs1",813,931,1122
"Dhrs11",20,17,15
"Dhrs13",52,60,49
"Dhrs2",3,3,3
"Dhrs3",68,109,82
"Dhrs4",114,146,142
"Dhrs7",372,316,271
"Dhrs7b",163,200,190
"Dhrs7c",0,0,0
"Dhrs9",0,0,0
"Dhrsx",0,0,0
"Dhtkd1",0,1,0
"Dhx15",508,602,593
"Dhx16",112,172,151
"Dhx29",52,64,79
"Dhx30",484,562,738
"Dhx32",291,377,388
"Dhx33",194,171,207
"Dhx34",17,44,32
"Dhx35",76,61,59
"Dhx36",756,787,862
"Dhx37",8,6,17
"Dhx38",184,253,217
"Dhx40",203,218,275
"Dhx57",242,226,270
"Dhx58",7,10,6
"Dhx8",302,328,320
"Dhx9",646,716,806
"Diablo",161,194,189
"Diap1",509,577,637
"Diap2",456,414,453
"Diap3",7,21,13
"Dicer1",347,349,396
"Dido1",325,354,325
"Diexf",135,129,213
"Dimt1",78,120,91
"Dio1",0,0,0
"Dio2",832,1051,1072
"Dio3",12,17,22
"Dio3os",0,0,0
"Dip2a",327,464,388
"Dip2b",329,386,416
"Dip2c",364,423,411
"Diras1",315,388,380
"Diras2",1524,1584,1846
"Dirc2",475,594,577
"Dis3",64,101,72
"Dis3l",84,112,91
"Dis3l2",66,63,80
"Disc1",0,0,0
"Disp1",33,37,24
"Disp2",1027,1162,1207
"Dixdc1",382,420,388
"Dkc1",437,465,426
"Dkk1",0,4,0
"Dkk2",6,8,8
"Dkk3",1222,1239,1466
"Dkk4",5,0,0
"Dkkl1",238,258,202
"Dlat",578,640,677
"Dlc1",699,875,855
"Dld",528,720,541
"Dlec1",2,1,4
"Dleu2",41,79,57
"Dleu7",33,53,56
"Dlg1",1072,1032,1021
"Dlg2",1229,1299,1347
"Dlg3",1491,1748,1935
"Dlg4",2622,2890,3288
"Dlg5",225,295,217
"Dlgap1",11461,11924,12466
"Dlgap2",488,438,520
"Dlgap3",1222,1379,1224
"Dlgap4",2719,2781,3540
"Dlgap5",1,1,0
"Dlk1",1113,1410,1569
"Dlk2",140,154,183
"Dll1",20,14,21
"Dll3",27,40,41
"Dll4",15,10,10
"Dlst",613,630,708
"Dlx1",144,308,186
"Dlx1as",161,168,227
"Dlx2",57,102,61
"Dlx3",6,4,5
"Dlx4",0,0,2
"Dlx5",42,55,28
"Dlx6",12,18,26
"Dlx6os1",53,91,63
"Dlx6os2",4,6,5
"Dmap1",121,130,98
"Dmbt1",0,3,0
"Dmbx1",6,6,8
"Dmc1",1,0,0
"Dmd",446,460,467
"Dmgdh",11,23,36
"Dmkn",17,15,31
"Dmp1",8,19,11
"Dmpk",51,39,43
"Dmr",0,0,0
"Dmrt1",0,0,0
"Dmrt2",1,3,2
"Dmrt3",0,1,6
"Dmrta1",3,2,0
"Dmrta2",66,89,122
"Dmrtb1",2,6,2
"Dmrtc1a",92,130,132
"Dmrtc1b",0,0,0
"Dmrtc1c1",0,0,0
"Dmrtc1c2",0,0,0
"Dmrtc2",0,0,0
"Dmtf1",351,439,463
"Dmtn",1087,1157,1205
"Dmwd",557,662,625
"Dmxl1",188,281,265
"Dmxl2",767,904,900
"Dna2",6,9,7
"Dnaaf1",52,62,55
"Dnaaf2",52,64,37
"Dnaaf3",6,3,14
"Dnaaf5",31,32,20
"Dnah1",12,31,35
"Dnah10",8,11,14
"Dnah11",7,12,17
"Dnah17",0,3,3
"Dnah2",9,4,8
"Dnah5",18,28,22
"Dnah6",7,10,9
"Dnah7a",4,1,0
"Dnah7b",5,19,16
"Dnah8",3,4,6
"Dnah9",15,24,30
"Dnaic1",149,149,108
"Dnaic2",3,16,8
"Dnaja1",2603,3015,2925
"Dnaja2",2086,2107,2249
"Dnaja3",246,333,292
"Dnaja4",227,309,287
"Dnajb1",497,562,771
"Dnajb11",176,218,172
"Dnajb12",77,141,116
"Dnajb13",1,5,5
"Dnajb14",601,767,828
"Dnajb2",461,530,754
"Dnajb3",24,19,31
"Dnajb4",417,512,417
"Dnajb5",451,520,534
"Dnajb6",489,564,668
"Dnajb7",0,0,0
"Dnajb8",0,0,0
"Dnajb9",238,253,209
"Dnajc1",376,384,393
"Dnajc10",531,648,702
"Dnajc11",177,168,238
"Dnajc12",108,169,155
"Dnajc13",312,303,286
"Dnajc14",228,261,258
