"Gene_ID","GSM7012039","GSM7012040"
"ENSMUSG00000095487",0,0
"ENSMUSG00000095489",0,0
"ENSMUSG00000095490",0,0
"ENSMUSG00000095491",12,13
"ENSMUSG00000095492",0,0
"ENSMUSG00000095493",0,0
"ENSMUSG00000095494",0,0
"ENSMUSG00000095495",0,0
"ENSMUSG00000095497",0,0
"ENSMUSG00000095498",0,0
"ENSMUSG00000095499",0,0
"ENSMUSG00000095500",0,0
"ENSMUSG00000095501",0,0
"ENSMUSG00000095502",0,2
"ENSMUSG00000095503",0,0
"ENSMUSG00000095504",0,0
"ENSMUSG00000095505",0,0
"ENSMUSG00000095506",0,0
"ENSMUSG00000095507",0,0
"ENSMUSG00000095508",0,0
"ENSMUSG00000095509",0,1
"ENSMUSG00000095510",0,0
"ENSMUSG00000095511",0,0
"ENSMUSG00000095512",0,0
"ENSMUSG00000095513",0,0
"ENSMUSG00000095514",0,0
"ENSMUSG00000095516",1,1
"ENSMUSG00000095517",0,0
"ENSMUSG00000095518",0,0
"ENSMUSG00000095519",0,0
"ENSMUSG00000095520",0,0
"ENSMUSG00000095521",0,0
"ENSMUSG00000095522",0,0
"ENSMUSG00000095523",0,0
"ENSMUSG00000095524",0,3
"ENSMUSG00000095525",0,0
"ENSMUSG00000095526",6,7
"ENSMUSG00000095527",0,0
"ENSMUSG00000095528",0,0
"ENSMUSG00000095529",0,0
"ENSMUSG00000095530",0,0
"ENSMUSG00000095531",0,0
"ENSMUSG00000095532",0,0
"ENSMUSG00000095533",0,0
"ENSMUSG00000095534",0,0
"ENSMUSG00000095536",0,0
"ENSMUSG00000095537",0,0
"ENSMUSG00000095538",0,0
"ENSMUSG00000095539",0,0
"ENSMUSG00000095540",0,0
"ENSMUSG00000095541",0,0
"ENSMUSG00000095542",3,2
"ENSMUSG00000095543",0,0
"ENSMUSG00000095544",0,0
"ENSMUSG00000095545",2,2
"ENSMUSG00000095546",0,0
"ENSMUSG00000095547",0,0
"ENSMUSG00000095549",0,0
"ENSMUSG00000095550",1,0
"ENSMUSG00000095551",0,0
"ENSMUSG00000095552",0,0
"ENSMUSG00000095553",0,0
"ENSMUSG00000095554",0,0
"ENSMUSG00000095555",0,0
"ENSMUSG00000095557",0,0
"ENSMUSG00000095560",0,0
"ENSMUSG00000095561",0,0
"ENSMUSG00000095562",54,73
"ENSMUSG00000095563",0,0
"ENSMUSG00000095564",0,0
"ENSMUSG00000095565",0,0
"ENSMUSG00000095567",750,829
"ENSMUSG00000095569",0,0
"ENSMUSG00000095570",0,0
"ENSMUSG00000095571",0,0
"ENSMUSG00000095572",0,0
"ENSMUSG00000095573",0,0
"ENSMUSG00000095574",0,0
"ENSMUSG00000095576",2,0
"ENSMUSG00000095577",0,0
"ENSMUSG00000095578",0,0
"ENSMUSG00000095580",1,4
"ENSMUSG00000095581",0,0
"ENSMUSG00000095583",0,0
"ENSMUSG00000095584",0,0
"ENSMUSG00000095585",0,0
"ENSMUSG00000095586",0,0
"ENSMUSG00000095587",0,2
"ENSMUSG00000095588",1,1
"ENSMUSG00000095589",0,0
"ENSMUSG00000095590",17,13
"ENSMUSG00000095591",0,0
"ENSMUSG00000095592",0,0
"ENSMUSG00000095593",0,0
"ENSMUSG00000095594",0,0
"ENSMUSG00000095595",0,0
"ENSMUSG00000095596",2,3
"ENSMUSG00000095597",828,913
"ENSMUSG00000095599",0,0
"ENSMUSG00000095600",0,0
"ENSMUSG00000095601",0,0
"ENSMUSG00000095603",0,0
"ENSMUSG00000095604",0,0
"ENSMUSG00000095605",0,0
"ENSMUSG00000095606",0,0
"ENSMUSG00000095607",0,0
"ENSMUSG00000095608",0,0
"ENSMUSG00000095609",0,1
"ENSMUSG00000095610",0,0
"ENSMUSG00000095612",0,0
"ENSMUSG00000095614",0,0
"ENSMUSG00000095615",1,3
"ENSMUSG00000095616",24,49
"ENSMUSG00000095618",1,8
"ENSMUSG00000095619",0,0
"ENSMUSG00000095620",0,0
"ENSMUSG00000095621",0,0
"ENSMUSG00000095623",0,0
"ENSMUSG00000095624",0,0
"ENSMUSG00000095625",0,0
"ENSMUSG00000095626",0,0
"ENSMUSG00000095627",0,0
"ENSMUSG00000095628",0,2
"ENSMUSG00000095629",0,0
"ENSMUSG00000095630",0,0
"ENSMUSG00000095631",0,0
"ENSMUSG00000095632",0,0
"ENSMUSG00000095633",0,0
"ENSMUSG00000095634",0,0
"ENSMUSG00000095635",4,5
"ENSMUSG00000095636",0,0
"ENSMUSG00000095638",0,0
"ENSMUSG00000095639",2,4
"ENSMUSG00000095640",0,0
"ENSMUSG00000095641",3,9
"ENSMUSG00000095642",0,0
"ENSMUSG00000095643",0,0
"ENSMUSG00000095645",0,0
"ENSMUSG00000095646",0,0
"ENSMUSG00000095647",0,0
"ENSMUSG00000095648",1,0
"ENSMUSG00000095649",0,2
"ENSMUSG00000095650",0,0
"ENSMUSG00000095651",2,2
"ENSMUSG00000095652",0,0
"ENSMUSG00000095653",0,0
"ENSMUSG00000095654",1,0
"ENSMUSG00000095655",0,0
"ENSMUSG00000095656",0,0
"ENSMUSG00000095657",0,0
"ENSMUSG00000095658",0,0
"ENSMUSG00000095659",0,0
"ENSMUSG00000095660",0,0
"ENSMUSG00000095661",0,0
"ENSMUSG00000095662",0,0
"ENSMUSG00000095663",0,0
"ENSMUSG00000095664",0,0
"ENSMUSG00000095666",0,0
"ENSMUSG00000095667",0,0
"ENSMUSG00000095668",0,0
"ENSMUSG00000095670",0,0
"ENSMUSG00000095671",2,0
"ENSMUSG00000095672",0,0
"ENSMUSG00000095673",0,0
"ENSMUSG00000095674",0,0
"ENSMUSG00000095675",0,2
"ENSMUSG00000095676",6,8
"ENSMUSG00000095677",80,77
"ENSMUSG00000095678",0,0
"ENSMUSG00000095680",0,0
"ENSMUSG00000095681",26,31
"ENSMUSG00000095682",0,0
"ENSMUSG00000095683",0,0
"ENSMUSG00000095684",0,0
"ENSMUSG00000095685",0,1
"ENSMUSG00000095686",0,0
"ENSMUSG00000095687",1,6
"ENSMUSG00000095689",0,0
"ENSMUSG00000095690",165,166
"ENSMUSG00000095691",2,3
"ENSMUSG00000095693",0,0
"ENSMUSG00000095696",0,0
"ENSMUSG00000095697",0,0
"ENSMUSG00000095698",0,0
"ENSMUSG00000095699",0,0
"ENSMUSG00000095700",0,0
"ENSMUSG00000095701",1,0
"ENSMUSG00000095702",0,0
"ENSMUSG00000095703",0,0
"ENSMUSG00000095704",0,0
"ENSMUSG00000095705",0,0
"ENSMUSG00000095706",0,0
"ENSMUSG00000095710",0,0
"ENSMUSG00000095711",0,0
"ENSMUSG00000095712",0,0
"ENSMUSG00000095713",3,2
"ENSMUSG00000095714",1,0
"ENSMUSG00000095716",0,0
"ENSMUSG00000095717",0,0
"ENSMUSG00000095718",0,0
"ENSMUSG00000095721",0,0
"ENSMUSG00000095722",0,0
"ENSMUSG00000095723",0,0
"ENSMUSG00000095724",0,0
"ENSMUSG00000095725",0,0
"ENSMUSG00000095727",0,0
"ENSMUSG00000095728",0,0
"ENSMUSG00000095729",0,0
"ENSMUSG00000095730",15,10
"ENSMUSG00000095731",0,0
"ENSMUSG00000095732",0,0
"ENSMUSG00000095734",12,12
"ENSMUSG00000095736",0,0
"ENSMUSG00000095737",0,0
"ENSMUSG00000095738",40,41
"ENSMUSG00000095739",2,4
"ENSMUSG00000095740",0,0
"ENSMUSG00000095741",0,0
"ENSMUSG00000095742",0,0
"ENSMUSG00000095743",0,0
"ENSMUSG00000095744",0,0
"ENSMUSG00000095745",0,0
"ENSMUSG00000095747",0,0
"ENSMUSG00000095749",0,0
"ENSMUSG00000095752",0,0
"ENSMUSG00000095753",0,0
"ENSMUSG00000095754",0,0
"ENSMUSG00000095755",0,0
"ENSMUSG00000095756",0,0
"ENSMUSG00000095757",0,0
"ENSMUSG00000095758",0,0
"ENSMUSG00000095759",0,0
"ENSMUSG00000095761",0,0
"ENSMUSG00000095762",3,7
"ENSMUSG00000095763",0,0
"ENSMUSG00000095764",4,0
"ENSMUSG00000095765",0,0
"ENSMUSG00000095766",0,1
"ENSMUSG00000095768",0,0
"ENSMUSG00000095769",0,0
"ENSMUSG00000095770",0,0
"ENSMUSG00000095771",0,0
"ENSMUSG00000095772",0,0
"ENSMUSG00000095773",0,0
"ENSMUSG00000095774",0,0
"ENSMUSG00000095776",0,0
"ENSMUSG00000095778",0,0
"ENSMUSG00000095779",0,0
"ENSMUSG00000095780",0,0
"ENSMUSG00000095782",0,0
"ENSMUSG00000095785",0,0
"ENSMUSG00000095786",0,0
"ENSMUSG00000095787",0,0
"ENSMUSG00000095788",0,0
"ENSMUSG00000095789",13,23
"ENSMUSG00000095791",0,0
"ENSMUSG00000095792",0,0
"ENSMUSG00000095793",0,0
"ENSMUSG00000095794",0,0
"ENSMUSG00000095796",0,0
"ENSMUSG00000095797",0,0
"ENSMUSG00000095798",0,0
"ENSMUSG00000095799",0,0
"ENSMUSG00000095802",0,0
"ENSMUSG00000095804",0,0
"ENSMUSG00000095805",0,0
"ENSMUSG00000095806",0,0
"ENSMUSG00000095807",0,0
"ENSMUSG00000095809",0,0
"ENSMUSG00000095812",0,0
"ENSMUSG00000095813",0,0
"ENSMUSG00000095814",0,0
"ENSMUSG00000095816",0,0
"ENSMUSG00000095817",0,0
"ENSMUSG00000095818",0,0
"ENSMUSG00000095820",0,0
"ENSMUSG00000095821",0,0
"ENSMUSG00000095822",0,0
"ENSMUSG00000095824",0,0
"ENSMUSG00000095825",0,0
"ENSMUSG00000095826",0,0
"ENSMUSG00000095827",0,0
"ENSMUSG00000095828",5,2
"ENSMUSG00000095829",0,0
"ENSMUSG00000095831",0,0
"ENSMUSG00000095834",0,0
"ENSMUSG00000095836",2,3
"ENSMUSG00000095837",0,0
"ENSMUSG00000095839",0,0
"ENSMUSG00000095841",0,0
"ENSMUSG00000095842",0,0
"ENSMUSG00000095843",0,1
"ENSMUSG00000095845",0,0
"ENSMUSG00000095847",0,0
"ENSMUSG00000095849",0,0
"ENSMUSG00000095851",1,0
"ENSMUSG00000095852",0,0
"ENSMUSG00000095853",0,0
"ENSMUSG00000095854",0,0
"ENSMUSG00000095856",0,0
"ENSMUSG00000095857",0,0
"ENSMUSG00000095858",0,0
"ENSMUSG00000095859",0,0
"ENSMUSG00000095862",0,0
"ENSMUSG00000095863",0,0
"ENSMUSG00000095864",0,0
"ENSMUSG00000095865",1,2
"ENSMUSG00000095866",0,0
"ENSMUSG00000095867",0,0
"ENSMUSG00000095868",3,0
"ENSMUSG00000095869",1,0
"ENSMUSG00000095870",0,0
"ENSMUSG00000095871",0,0
"ENSMUSG00000095872",0,0
"ENSMUSG00000095873",0,0
"ENSMUSG00000095874",0,0
"ENSMUSG00000095876",0,0
"ENSMUSG00000095878",0,0
"ENSMUSG00000095879",0,0
"ENSMUSG00000095880",0,0
"ENSMUSG00000095883",0,0
"ENSMUSG00000095884",0,0
"ENSMUSG00000095885",0,5
"ENSMUSG00000095886",0,0
"ENSMUSG00000095887",0,0
"ENSMUSG00000095889",0,0
"ENSMUSG00000095890",0,0
"ENSMUSG00000095891",0,0
"ENSMUSG00000095892",4,10
"ENSMUSG00000095893",0,0
"ENSMUSG00000095894",0,0
"ENSMUSG00000095895",0,0
"ENSMUSG00000095896",0,0
"ENSMUSG00000095897",0,0
"ENSMUSG00000095898",0,0
"ENSMUSG00000095899",0,0
"ENSMUSG00000095900",0,0
"ENSMUSG00000095901",0,0
"ENSMUSG00000095903",0,0
"ENSMUSG00000095905",0,0
"ENSMUSG00000095906",0,0
"ENSMUSG00000095907",0,0
"ENSMUSG00000095909",0,0
"ENSMUSG00000095910",0,0
"ENSMUSG00000095911",1,7
"ENSMUSG00000095912",0,1
"ENSMUSG00000095913",0,0
"ENSMUSG00000095914",0,0
"ENSMUSG00000095915",0,0
"ENSMUSG00000095916",0,0
"ENSMUSG00000095917",0,0
"ENSMUSG00000095918",0,0
"ENSMUSG00000095920",0,0
"ENSMUSG00000095922",0,0
"ENSMUSG00000095923",0,0
"ENSMUSG00000095924",0,0
"ENSMUSG00000095925",0,0
"ENSMUSG00000095926",0,0
"ENSMUSG00000095927",0,0
"ENSMUSG00000095928",0,0
"ENSMUSG00000095929",0,0
"ENSMUSG00000095930",333,355
"ENSMUSG00000095931",0,0
"ENSMUSG00000095932",0,0
"ENSMUSG00000095933",0,0
"ENSMUSG00000095934",0,0
"ENSMUSG00000095935",0,0
"ENSMUSG00000095936",0,0
"ENSMUSG00000095937",0,0
"ENSMUSG00000095938",3,4
"ENSMUSG00000095939",0,0
"ENSMUSG00000095940",0,0
"ENSMUSG00000095941",0,0
"ENSMUSG00000095942",0,0
"ENSMUSG00000095943",1,1
"ENSMUSG00000095944",0,0
"ENSMUSG00000095945",9,6
"ENSMUSG00000095946",0,0
"ENSMUSG00000095947",0,0
"ENSMUSG00000095948",0,0
"ENSMUSG00000095950",0,0
"ENSMUSG00000095951",0,0
"ENSMUSG00000095952",0,0
"ENSMUSG00000095953",0,0
"ENSMUSG00000095954",0,0
"ENSMUSG00000095955",0,0
"ENSMUSG00000095956",2,3
"ENSMUSG00000095957",0,0
"ENSMUSG00000095958",0,0
"ENSMUSG00000095959",0,0
"ENSMUSG00000095960",0,0
"ENSMUSG00000095961",0,0
"ENSMUSG00000095962",0,0
"ENSMUSG00000095963",0,0
"ENSMUSG00000095964",0,0
"ENSMUSG00000095966",0,0
"ENSMUSG00000095968",0,0
"ENSMUSG00000095969",24,44
"ENSMUSG00000095970",0,0
"ENSMUSG00000095971",0,0
"ENSMUSG00000095972",0,0
"ENSMUSG00000095973",0,0
"ENSMUSG00000095974",0,0
"ENSMUSG00000095975",0,0
"ENSMUSG00000095976",0,0
"ENSMUSG00000095977",0,0
"ENSMUSG00000095978",0,0
"ENSMUSG00000095979",0,0
"ENSMUSG00000095980",0,0
"ENSMUSG00000095981",0,0
"ENSMUSG00000095984",0,0
"ENSMUSG00000095985",0,0
"ENSMUSG00000095986",0,0
"ENSMUSG00000095987",0,0
"ENSMUSG00000095988",0,0
"ENSMUSG00000095989",0,0
"ENSMUSG00000095990",10,6
"ENSMUSG00000095991",0,0
"ENSMUSG00000095992",0,0
"ENSMUSG00000095993",0,0
"ENSMUSG00000095994",0,0
"ENSMUSG00000095996",0,0
"ENSMUSG00000095997",0,0
"ENSMUSG00000095998",0,0
"ENSMUSG00000096000",0,0
"ENSMUSG00000096001",0,0
"ENSMUSG00000096002",5,0
"ENSMUSG00000096003",0,0
"ENSMUSG00000096005",0,0
"ENSMUSG00000096006",1,0
"ENSMUSG00000096008",0,0
"ENSMUSG00000096009",0,0
"ENSMUSG00000096010",168,152
"ENSMUSG00000096011",0,0
"ENSMUSG00000096014",699,765
"ENSMUSG00000096015",0,0
"ENSMUSG00000096016",0,0
"ENSMUSG00000096017",5,2
"ENSMUSG00000096018",0,0
"ENSMUSG00000096019",7,5
"ENSMUSG00000096020",0,0
"ENSMUSG00000096021",0,0
"ENSMUSG00000096022",0,0
"ENSMUSG00000096023",0,0
"ENSMUSG00000096024",0,0
"ENSMUSG00000096027",0,0
"ENSMUSG00000096028",0,0
"ENSMUSG00000096029",0,0
"ENSMUSG00000096030",0,0
"ENSMUSG00000096031",0,0
"ENSMUSG00000096033",0,1
"ENSMUSG00000096035",2,2
"ENSMUSG00000096036",0,0
"ENSMUSG00000096037",0,0
"ENSMUSG00000096038",0,0
"ENSMUSG00000096039",10,21
"ENSMUSG00000096041",2,3
"ENSMUSG00000096042",0,0
"ENSMUSG00000096043",0,0
"ENSMUSG00000096044",0,0
"ENSMUSG00000096045",0,3
"ENSMUSG00000096046",6,7
"ENSMUSG00000096047",0,0
"ENSMUSG00000096048",2,2
"ENSMUSG00000096049",0,0
"ENSMUSG00000096051",0,1
"ENSMUSG00000096052",9,7
"ENSMUSG00000096053",1,0
"ENSMUSG00000096054",6593,6688
"ENSMUSG00000096055",0,0
"ENSMUSG00000096056",10,6
"ENSMUSG00000096057",3,5
"ENSMUSG00000096061",0,0
"ENSMUSG00000096065",0,0
"ENSMUSG00000096066",0,0
"ENSMUSG00000096067",0,0
"ENSMUSG00000096068",0,0
"ENSMUSG00000096069",0,0
"ENSMUSG00000096070",1,2
"ENSMUSG00000096071",0,0
"ENSMUSG00000096072",0,0
"ENSMUSG00000096073",0,0
"ENSMUSG00000096074",0,0
"ENSMUSG00000096075",0,0
"ENSMUSG00000096076",0,0
"ENSMUSG00000096078",0,0
"ENSMUSG00000096079",0,0
"ENSMUSG00000096080",0,0
"ENSMUSG00000096081",0,0
"ENSMUSG00000096082",2,2
"ENSMUSG00000096083",0,0
"ENSMUSG00000096084",0,0
"ENSMUSG00000096085",0,0
"ENSMUSG00000096086",0,0
"ENSMUSG00000096087",0,0
"ENSMUSG00000096088",0,0
"ENSMUSG00000096090",12,3
"ENSMUSG00000096091",0,0
"ENSMUSG00000096092",0,0
"ENSMUSG00000096094",0,1
"ENSMUSG00000096095",4,1
"ENSMUSG00000096096",0,0
"ENSMUSG00000096097",0,0
"ENSMUSG00000096098",0,0
"ENSMUSG00000096099",0,0
"ENSMUSG00000096100",0,0
"ENSMUSG00000096102",0,0
"ENSMUSG00000096105",0,0
"ENSMUSG00000096106",0,0
"ENSMUSG00000096107",0,0
"ENSMUSG00000096108",0,0
"ENSMUSG00000096109",0,0
"ENSMUSG00000096110",1,0
"ENSMUSG00000096111",2,2
"ENSMUSG00000096112",0,0
"ENSMUSG00000096113",0,0
"ENSMUSG00000096114",0,0
"ENSMUSG00000096117",0,0
"ENSMUSG00000096119",0,0
"ENSMUSG00000096120",0,0
"ENSMUSG00000096122",0,0
"ENSMUSG00000096124",0,0
"ENSMUSG00000096126",0,0
"ENSMUSG00000096127",0,0
"ENSMUSG00000096129",0,0
"ENSMUSG00000096130",0,0
"ENSMUSG00000096131",0,0
"ENSMUSG00000096132",0,0
"ENSMUSG00000096133",0,0
"ENSMUSG00000096134",0,0
"ENSMUSG00000096135",0,0
"ENSMUSG00000096136",1,0
"ENSMUSG00000096137",0,0
"ENSMUSG00000096138",0,0
"ENSMUSG00000096139",0,0
"ENSMUSG00000096140",66,88
"ENSMUSG00000096141",38,35
"ENSMUSG00000096142",0,0
"ENSMUSG00000096144",0,0
"ENSMUSG00000096145",3,2
"ENSMUSG00000096146",71,56
"ENSMUSG00000096147",0,0
"ENSMUSG00000096148",0,2
"ENSMUSG00000096149",0,0
"ENSMUSG00000096150",0,4
"ENSMUSG00000096151",0,0
"ENSMUSG00000096152",0,0
"ENSMUSG00000096153",0,0
"ENSMUSG00000096154",0,0
"ENSMUSG00000096156",0,0
"ENSMUSG00000096157",0,1
"ENSMUSG00000096158",0,0
"ENSMUSG00000096159",1,5
"ENSMUSG00000096160",0,1
"ENSMUSG00000096161",0,7
"ENSMUSG00000096163",0,0
"ENSMUSG00000096164",0,0
"ENSMUSG00000096166",0,0
"ENSMUSG00000096167",0,0
"ENSMUSG00000096168",0,0
"ENSMUSG00000096169",25,20
"ENSMUSG00000096170",0,0
"ENSMUSG00000096171",1,0
"ENSMUSG00000096172",0,0
"ENSMUSG00000096173",0,0
"ENSMUSG00000096174",0,0
"ENSMUSG00000096175",0,0
"ENSMUSG00000096176",0,0
"ENSMUSG00000096177",0,0
"ENSMUSG00000096178",0,0
"ENSMUSG00000096179",0,0
"ENSMUSG00000096180",0,0
"ENSMUSG00000096181",0,0
"ENSMUSG00000096182",0,0
"ENSMUSG00000096183",0,0
"ENSMUSG00000096184",0,0
"ENSMUSG00000096185",3,3
"ENSMUSG00000096186",0,0
"ENSMUSG00000096188",1886,1879
"ENSMUSG00000096189",4,1
"ENSMUSG00000096190",0,0
"ENSMUSG00000096191",0,0
"ENSMUSG00000096192",1,1
"ENSMUSG00000096193",0,0
"ENSMUSG00000096194",0,0
"ENSMUSG00000096195",0,0
"ENSMUSG00000096196",0,0
"ENSMUSG00000096197",0,0
"ENSMUSG00000096198",0,0
"ENSMUSG00000096199",115,106
"ENSMUSG00000096200",0,0
"ENSMUSG00000096201",0,0
"ENSMUSG00000096202",0,0
"ENSMUSG00000096205",12,34
"ENSMUSG00000096206",6,0
"ENSMUSG00000096208",0,0
"ENSMUSG00000096209",0,0
"ENSMUSG00000096210",563,594
"ENSMUSG00000096211",0,0
"ENSMUSG00000096212",0,0
"ENSMUSG00000096213",0,0
"ENSMUSG00000096214",18,12
"ENSMUSG00000096215",0,0
"ENSMUSG00000096216",0,0
"ENSMUSG00000096217",0,0
"ENSMUSG00000096218",0,0
"ENSMUSG00000096219",0,0
"ENSMUSG00000096220",0,0
"ENSMUSG00000096221",41,28
"ENSMUSG00000096222",0,0
"ENSMUSG00000096223",0,0
"ENSMUSG00000096225",22,15
"ENSMUSG00000096228",0,0
"ENSMUSG00000096229",0,0
"ENSMUSG00000096230",0,0
"ENSMUSG00000096231",1,3
"ENSMUSG00000096233",1,3
"ENSMUSG00000096235",0,0
"ENSMUSG00000096236",0,0
"ENSMUSG00000096237",0,0
"ENSMUSG00000096238",0,0
"ENSMUSG00000096239",0,0
"ENSMUSG00000096240",0,0
"ENSMUSG00000096241",0,0
"ENSMUSG00000096243",96,89
"ENSMUSG00000096244",0,0
"ENSMUSG00000096245",0,0
"ENSMUSG00000096247",0,0
"ENSMUSG00000096248",3,1
"ENSMUSG00000096249",0,0
"ENSMUSG00000096250",0,0
"ENSMUSG00000096254",0,0
"ENSMUSG00000096255",62,56
"ENSMUSG00000096256",20,16
"ENSMUSG00000096257",0,0
"ENSMUSG00000096258",0,0
"ENSMUSG00000096259",0,0
"ENSMUSG00000096263",0,0
"ENSMUSG00000096264",0,0
"ENSMUSG00000096265",1,2
"ENSMUSG00000096268",0,0
"ENSMUSG00000096269",0,0
"ENSMUSG00000096270",0,0
"ENSMUSG00000096271",0,0
"ENSMUSG00000096272",0,0
"ENSMUSG00000096273",0,0
"ENSMUSG00000096274",0,0
"ENSMUSG00000096275",0,0
"ENSMUSG00000096276",0,0
"ENSMUSG00000096277",0,0
"ENSMUSG00000096278",0,0
"ENSMUSG00000096280",0,0
"ENSMUSG00000096281",7,1
"ENSMUSG00000096282",0,0
"ENSMUSG00000096283",0,0
"ENSMUSG00000096284",0,0
"ENSMUSG00000096285",0,6
"ENSMUSG00000096286",0,0
"ENSMUSG00000096287",3,5
"ENSMUSG00000096288",0,0
"ENSMUSG00000096289",0,0
"ENSMUSG00000096290",0,0
"ENSMUSG00000096291",0,2
"ENSMUSG00000096292",0,0
"ENSMUSG00000096293",0,0
"ENSMUSG00000096294",0,0
"ENSMUSG00000096295",0,0
"ENSMUSG00000096296",6,5
"ENSMUSG00000096297",0,0
"ENSMUSG00000096298",0,0
"ENSMUSG00000096299",5,3
"ENSMUSG00000096300",0,0
"ENSMUSG00000096301",0,0
"ENSMUSG00000096302",2,3
"ENSMUSG00000096303",0,0
"ENSMUSG00000096304",0,0
"ENSMUSG00000096305",8,5
"ENSMUSG00000096306",0,5
"ENSMUSG00000096307",0,0
"ENSMUSG00000096308",0,0
"ENSMUSG00000096309",0,0
"ENSMUSG00000096310",0,4
"ENSMUSG00000096311",0,0
"ENSMUSG00000096313",0,0
"ENSMUSG00000096314",0,0
"ENSMUSG00000096316",0,0
"ENSMUSG00000096318",0,0
"ENSMUSG00000096320",0,0
"ENSMUSG00000096322",2,3
"ENSMUSG00000096323",0,0
"ENSMUSG00000096324",4,5
"ENSMUSG00000096326",0,0
"ENSMUSG00000096327",0,1
"ENSMUSG00000096328",3,4
"ENSMUSG00000096329",0,0
"ENSMUSG00000096330",1,1
"ENSMUSG00000096331",0,0
"ENSMUSG00000096332",0,0
"ENSMUSG00000096333",0,0
"ENSMUSG00000096335",0,0
"ENSMUSG00000096336",0,0
"ENSMUSG00000096337",0,1
"ENSMUSG00000096338",0,0
"ENSMUSG00000096339",0,0
"ENSMUSG00000096340",0,0
"ENSMUSG00000096341",0,0
"ENSMUSG00000096342",0,0
"ENSMUSG00000096343",0,0
"ENSMUSG00000096344",0,0
"ENSMUSG00000096345",0,0
"ENSMUSG00000096346",11,0
"ENSMUSG00000096347",0,0
"ENSMUSG00000096348",0,0
"ENSMUSG00000096349",151,171
"ENSMUSG00000096350",0,0
"ENSMUSG00000096351",7,16
"ENSMUSG00000096352",0,0
"ENSMUSG00000096353",0,0
"ENSMUSG00000096354",0,0
"ENSMUSG00000096355",0,0
"ENSMUSG00000096356",0,0
"ENSMUSG00000096357",0,1
"ENSMUSG00000096358",0,0
"ENSMUSG00000096359",1,0
"ENSMUSG00000096360",0,0
"ENSMUSG00000096361",0,0
"ENSMUSG00000096362",0,0
"ENSMUSG00000096363",0,0
"ENSMUSG00000096365",0,0
"ENSMUSG00000096366",0,0
"ENSMUSG00000096367",0,0
"ENSMUSG00000096370",82,61
"ENSMUSG00000096371",0,0
"ENSMUSG00000096372",0,0
"ENSMUSG00000096373",0,0
"ENSMUSG00000096374",0,0
"ENSMUSG00000096375",1,0
"ENSMUSG00000096376",0,0
"ENSMUSG00000096377",0,0
"ENSMUSG00000096380",0,0
"ENSMUSG00000096381",0,0
"ENSMUSG00000096383",0,0
"ENSMUSG00000096384",0,0
"ENSMUSG00000096385",0,1
"ENSMUSG00000096386",0,0
"ENSMUSG00000096387",5,6
"ENSMUSG00000096388",0,0
"ENSMUSG00000096390",0,0
"ENSMUSG00000096391",0,0
"ENSMUSG00000096392",2,1
"ENSMUSG00000096393",0,0
"ENSMUSG00000096396",0,0
"ENSMUSG00000096397",0,0
"ENSMUSG00000096398",0,0
"ENSMUSG00000096399",0,0
"ENSMUSG00000096400",0,0
"ENSMUSG00000096401",230,232
"ENSMUSG00000096402",0,0
"ENSMUSG00000096403",5,1
"ENSMUSG00000096405",0,0
"ENSMUSG00000096406",0,0
"ENSMUSG00000096407",0,0
"ENSMUSG00000096409",0,0
"ENSMUSG00000096410",0,0
"ENSMUSG00000096411",0,0
"ENSMUSG00000096412",0,0
"ENSMUSG00000096413",0,0
"ENSMUSG00000096414",0,0
"ENSMUSG00000096415",0,0
"ENSMUSG00000096417",0,0
"ENSMUSG00000096420",0,0
"ENSMUSG00000096421",0,0
"ENSMUSG00000096422",0,0
"ENSMUSG00000096423",0,0
"ENSMUSG00000096424",0,0
"ENSMUSG00000096425",0,0
"ENSMUSG00000096426",0,0
"ENSMUSG00000096427",0,0
"ENSMUSG00000096429",0,0
"ENSMUSG00000096430",0,1
"ENSMUSG00000096431",3,2
"ENSMUSG00000096432",0,0
"ENSMUSG00000096433",20,18
"ENSMUSG00000096434",0,0
"ENSMUSG00000096436",0,0
"ENSMUSG00000096437",0,0
"ENSMUSG00000096438",0,1
"ENSMUSG00000096439",0,0
"ENSMUSG00000096440",9,16
"ENSMUSG00000096441",0,0
"ENSMUSG00000096442",0,0
"ENSMUSG00000096444",0,0
"ENSMUSG00000096445",0,0
"ENSMUSG00000096446",0,0
"ENSMUSG00000096447",0,0
"ENSMUSG00000096448",0,0
"ENSMUSG00000096449",3,5
"ENSMUSG00000096450",0,0
"ENSMUSG00000096451",0,0
"ENSMUSG00000096452",0,0
"ENSMUSG00000096453",0,0
"ENSMUSG00000096454",2,1
"ENSMUSG00000096455",0,0
"ENSMUSG00000096457",0,0
"ENSMUSG00000096458",0,0
"ENSMUSG00000096459",0,0
"ENSMUSG00000096461",0,0
"ENSMUSG00000096462",0,1
"ENSMUSG00000096463",0,0
"ENSMUSG00000096464",0,0
"ENSMUSG00000096465",0,0
"ENSMUSG00000096467",0,0
"ENSMUSG00000096468",0,0
"ENSMUSG00000096470",0,0
"ENSMUSG00000096472",105,111
"ENSMUSG00000096473",0,0
"ENSMUSG00000096474",1,1
"ENSMUSG00000096475",0,0
"ENSMUSG00000096476",0,1
"ENSMUSG00000096477",0,0
"ENSMUSG00000096478",0,0
