"Gene_ID","GSM7329492","GSM7329493","GSM7329494","GSM7329495","GSM7329500","GSM7329501","GSM7329502","GSM7329506","GSM7329507","GSM7329508"
"Apol6",2,2,1,1,1,2,1,0,0,2
"Apol7a",0,6,3,4,1,1,2,0,0,0
"Apol7b",0,0,0,2,0,0,0,0,0,1
"Apol7c",0,0,0,0,0,0,0,0,0,0
"Apol7d",0,0,0,1,0,0,0,1,1,0
"Apol7e",0,0,0,0,0,0,0,0,0,0
"Apol8",129,105,89,228,112,103,92,109,160,195
"Apol9a",1,1,3,6,0,0,3,1,1,5
"Apol9b",2,0,0,0,0,0,0,2,1,2
"Apold1",97,51,59,169,78,101,67,72,69,79
"Apom",1,0,1,6,0,1,0,0,2,0
"Apon",0,0,0,2,0,0,0,0,3,0
"Apoo",946,961,724,1699,615,598,699,977,953,1515
"Apoo-ps",28,24,38,32,25,17,26,43,38,62
"Apool",154,147,119,263,98,107,112,127,180,170
"Apopt1",422,439,376,887,316,344,333,413,421,691
"App",33950,31689,30302,64173,24722,24302,27854,31761,37987,48102
"Appbp2",4802,4425,4052,7809,3599,3620,4327,4483,5302,6501
"Appbp2os",1,6,7,13,2,7,5,5,4,14
"Appl1",3995,3926,3513,6254,3147,3255,3645,3818,4246,5179
"Appl2",8427,8948,8587,17251,7670,9382,7530,5633,5546,7717
"Aprt",89,92,74,210,79,70,58,94,121,158
"Aptx",560,517,479,1080,467,460,457,465,593,775
"Aqp1",0,114,49,342,5,1,4,111,142,39
"Aqp10-ps",0,0,0,0,0,0,0,0,0,0
"Aqp11",67,102,95,188,66,52,68,101,120,159
"Aqp12",0,0,0,0,0,0,0,0,0,0
"Aqp2",0,0,0,0,0,0,1,0,0,1
"Aqp3",0,0,0,0,0,0,0,0,0,0
"Aqp4",15447,14582,12696,27148,10265,11341,12251,12777,15255,17293
"Aqp5",0,1,1,5,1,1,1,1,1,1
"Aqp6",433,320,384,880,316,365,344,417,401,712
"Aqp7",0,0,0,0,0,0,0,0,0,0
"Aqp8",2,1,1,6,0,0,0,0,3,1
"Aqp9",34,35,34,73,29,20,27,34,38,38
"Aqr",1084,1013,934,1925,812,916,944,1103,1394,1710
"Ar",493,409,383,682,419,449,539,666,780,847
"Araf",4489,4394,4105,7540,3446,3676,4051,3857,4263,5680
"Arap1",598,578,646,1422,409,456,443,608,681,854
"Arap2",4002,3504,3552,6196,2971,3078,3474,3704,4110,5311
"Arap3",85,80,81,203,62,72,54,55,99,97
"Arc",231,235,251,437,157,186,174,221,315,396
"Arcn1",5175,4902,4603,9502,3865,3988,4425,4486,5187,6904
"Areg",0,0,0,0,0,0,0,0,0,0
"Arel1",2835,2861,2639,5604,1930,2018,2206,2427,2922,3661
"Arf1",5372,5278,4716,11213,4136,4123,4707,5646,6303,8755
"Arf2",1240,1284,1061,2561,914,882,967,1145,1367,1738
"Arf3",5725,5243,4748,11817,4309,4123,4436,5406,6981,8399
"Arf4",2861,3070,2510,5668,1965,2096,2448,2706,2904,3673
"Arf4os",1,0,2,1,0,0,0,1,1,5
"Arf5",967,1013,872,1851,593,660,679,805,994,1201
"Arf6",2668,2311,2408,4581,1850,1992,2241,2379,2531,3349
"Arfgap1",1151,1101,1027,2409,844,973,870,945,1101,1381
"Arfgap2",1324,1307,1223,2907,994,1087,1023,1245,1486,1960
"Arfgap3",326,302,309,677,248,221,243,307,357,449
"Arfgef1",5266,4766,4505,8230,3706,4102,4449,5328,5875,7386
"Arfgef2",1684,1649,1310,3306,1290,1299,1526,1800,2393,2587
"Arfgef3",1515,1423,948,2160,973,1141,1356,1788,2671,2506
"Arfip1",76,77,71,173,58,83,74,92,94,117
"Arfip2",1106,1204,1164,2426,838,931,883,1016,1174,1510
"Arfrp1",602,568,528,1188,456,541,474,511,606,827
"Arg1",69,51,44,96,44,45,44,31,38,68
"Arg2",7,14,6,22,10,7,10,5,14,19
"Arglu1",2407,2225,2283,3861,2008,2156,2003,1454,1559,2256
"Arhgap1",497,513,448,1245,359,412,451,445,597,712
"Arhgap10",612,562,549,1085,377,398,426,530,479,752
"Arhgap11a",153,139,140,215,90,104,97,131,141,159
"Arhgap12",2295,2221,2068,4131,1983,1937,2189,2154,2539,3429
"Arhgap15",82,109,122,180,80,89,92,106,108,107
"Arhgap15os",0,0,0,0,0,0,0,0,0,0
"Arhgap17",346,322,326,702,237,306,282,240,293,404
"Arhgap18",193,219,170,457,184,122,146,167,308,262
"Arhgap19",81,97,78,188,50,70,71,85,95,107
"Arhgap20",2600,2478,2268,4476,1868,1941,2208,2238,2489,3085
"Arhgap20os",1,1,0,0,0,0,0,1,0,0
"Arhgap21",7987,7970,7139,14251,6670,7940,7153,6544,7201,9284
"Arhgap22",15,14,9,19,22,5,24,9,24,25
"Arhgap23",1416,1335,1260,2814,1121,1143,1148,1378,1703,2151
"Arhgap24",134,112,91,238,110,60,106,98,253,184
"Arhgap25",20,28,22,32,11,9,13,14,18,26
"Arhgap26",7061,6854,6303,10720,4294,4871,5250,7637,7879,10882
"Arhgap27",112,121,122,250,119,104,102,118,189,246
"Arhgap27os1",1,0,0,0,0,2,3,1,0,0
"Arhgap27os2",1,0,1,7,0,0,4,4,1,7
"Arhgap27os3",5,3,2,2,3,5,3,1,1,1
"Arhgap28",11,15,17,47,11,13,10,6,35,21
"Arhgap29",663,676,629,1564,469,591,564,622,813,879
"Arhgap30",28,31,23,71,30,30,27,30,65,50
"Arhgap31",2518,2198,2334,4419,1647,1804,1928,2611,2658,3681
"Arhgap32",3139,2817,2570,5312,2310,2290,2667,3518,4230,5001
"Arhgap33",186,186,170,407,217,160,181,155,250,243
"Arhgap33os",0,0,1,0,0,0,3,0,0,0
"Arhgap35",5265,4806,4370,9851,3884,3689,4398,5269,6861,7931
"Arhgap36",17,2,7,64,18,1,16,27,64,38
"Arhgap39",607,625,578,1335,557,536,491,589,722,887
"Arhgap4",114,97,145,225,90,116,68,57,71,93
"Arhgap40",0,0,0,2,1,0,0,1,0,0
"Arhgap42",299,315,289,531,224,179,256,309,359,345
"Arhgap44",2723,2448,2361,5680,1993,2009,2102,2499,3131,3968
"Arhgap5",17470,15466,15732,25351,12683,14156,15457,15992,17906,22804
"Arhgap6",67,66,58,102,62,17,68,53,70,70
"Arhgap8",1,1,0,7,0,1,0,2,2,2
"Arhgap9",8,11,10,33,10,4,5,10,15,10
"Arhgdia",1961,1993,1730,4673,1531,1547,1689,1869,2505,2908
"Arhgdib",92,101,87,241,81,69,83,80,138,139
"Arhgdig",55,44,31,131,63,19,47,47,157,106
"Arhgef1",446,466,481,973,373,428,353,283,335,496
"Arhgef10",1026,919,837,1880,664,709,759,1003,1214,1512
"Arhgef10l",979,1000,834,2337,706,747,732,837,1104,1367
"Arhgef11",1893,1803,1610,3533,1381,1450,1497,1710,2359,2603
"Arhgef12",6525,6252,5074,11345,4383,4489,5304,7059,9025,9530
"Arhgef15",393,356,342,728,352,350,335,325,432,554
"Arhgef16",5,4,3,11,4,3,5,3,24,17
"Arhgef17",984,879,807,2169,1094,861,1019,1238,1749,2043
"Arhgef18",885,876,834,2069,680,727,772,932,1105,1279
"Arhgef19",157,170,174,441,108,114,123,152,233,261
"Arhgef2",2881,2783,2545,5502,2029,2435,2197,2328,2631,3464
"Arhgef25",888,852,843,1963,987,1063,922,883,971,1269
"Arhgef26",1946,1853,1720,3284,1384,1520,1656,1993,2142,2784
"Arhgef28",213,233,200,372,183,116,181,202,364,316
"Arhgef3",3143,2924,2830,6151,2316,2657,2715,3080,3227,4728
"Arhgef33",4964,5210,4943,8967,2927,3670,3761,5268,4802,7319
"Arhgef37",193,223,240,456,148,187,131,174,171,248
"Arhgef38",18,23,6,20,8,11,9,3,16,18
"Arhgef39",6,6,9,16,4,11,6,3,2,3
"Arhgef4",1110,1103,944,2377,958,861,980,1041,1667,1872
"Arhgef40",447,407,370,851,331,346,316,283,432,514
"Arhgef5",81,99,93,169,48,62,47,88,111,95
"Arhgef6",270,241,208,403,292,235,310,241,468,435
"Arhgef7",5147,5358,4909,11314,3422,3756,3851,4309,4394,6167
"Arhgef9",8830,8033,7713,14549,6717,6916,7620,8096,9224,12068
"Arid1a",2300,2130,1886,4202,1720,1885,2032,2262,2757,3115
"Arid1b",2165,2071,1905,3909,1658,1586,1886,2249,2634,3299
"Arid2",1679,1738,1477,2993,1237,1342,1510,1732,1933,2427
"Arid3a",267,230,236,468,196,226,211,173,183,266
"Arid3b",88,123,110,217,77,102,69,57,74,99
"Arid3c",0,0,0,0,0,0,0,0,5,0
"Arid4a",2218,2119,2063,3328,1825,1996,1966,1795,1956,2446
"Arid4b",3359,3132,3104,5213,2774,2923,3007,3258,3019,4540
"Arid5a",150,173,137,371,120,134,137,127,172,196
"Arid5b",498,544,488,853,437,493,564,655,760,733
"Arih1",4843,4548,4550,8353,3805,3963,4474,5225,5381,7453
"Arih2",1079,1108,946,2288,897,974,985,946,1106,1490
"Arl1",3540,3697,3026,6582,2491,2572,2914,3572,3805,5278
"Arl10",76,97,107,210,79,82,64,67,100,145
"Arl11",9,4,11,14,9,7,9,11,13,17
"Arl13a",0,0,0,0,0,0,0,0,0,0
"Arl13b",420,392,334,720,297,314,362,316,325,537
"Arl14",0,0,0,0,0,0,0,0,0,0
"Arl14ep",1654,1557,1533,2968,1249,1292,1447,1225,1401,1947
"Arl14epl",0,0,0,0,1,0,0,0,0,0
"Arl15",958,990,842,1873,635,699,770,804,809,1244
"Arl16",245,256,222,540,172,211,211,188,262,356
"Arl2",325,360,303,815,297,301,274,298,419,457
"Arl2bp",2203,2136,1885,4532,1598,1614,1766,2217,2650,3351
"Arl3",1515,1543,1490,3105,1119,1237,1379,1471,1661,2293
"Arl4a",2379,2396,2251,4321,1623,1888,2024,2141,1885,2877
"Arl4aos",3,0,0,2,0,0,0,0,0,2
"Arl4c",3645,3514,3556,7443,3335,3580,3726,4506,4070,6178
"Arl4d",96,108,82,186,68,81,88,87,135,153
"Arl5a",5721,5459,5187,9454,3961,4469,4993,5193,5373,7228
"Arl5b",1709,1587,1409,2746,1229,1350,1363,1305,1473,1869
"Arl5c",34,28,23,48,35,12,18,24,30,43
"Arl6",810,828,718,1522,557,629,747,760,737,1057
"Arl6ip1",5019,5648,4461,11644,4199,3941,4677,5865,7355,8568
"Arl6ip4",596,557,556,1216,543,557,538,558,632,828
"Arl6ip5",3427,3451,3059,7157,2377,2516,2852,3518,3549,5381
"Arl6ip6",397,376,342,703,284,321,331,288,282,391
"Arl8a",2930,2901,2702,6359,2444,2419,2559,2780,3321,4281
"Arl8b",6360,6264,5626,12050,4804,4904,5716,6302,7204,9355
"Arl9",5,11,4,9,2,0,1,0,0,2
"Armc1",2778,2635,2570,5171,1959,2023,2388,2726,2898,3767
"Armc10",310,296,266,616,218,205,240,253,290,370
"Armc12",0,0,0,0,0,0,0,0,0,3
"Armc2",71,82,59,165,54,65,72,55,71,85
"Armc3",18,11,8,44,15,4,9,11,13,16
"Armc4",27,36,35,107,22,32,39,51,43,54
"Armc5",118,130,161,344,121,112,96,116,182,185
"Armc6",187,142,169,425,144,169,118,156,227,218
"Armc7",114,96,72,212,82,97,82,75,91,129
"Armc8",2563,2455,2237,4802,1867,1986,2235,2240,2481,3510
"Armc9",285,274,241,591,228,232,234,263,347,441
"Armcx1",2300,2117,2065,4144,1948,2243,2219,2151,2286,3308
"Armcx2",1261,1219,1109,2600,1104,1110,1172,1202,1697,1979
"Armcx3",1513,1554,1435,2874,1252,1420,1463,1449,1616,1924
"Armcx4",1832,1450,1371,3060,1372,1380,1470,1376,1650,1944
"Armcx5",384,350,316,655,355,339,332,376,388,564
"Armcx6",124,94,92,158,102,128,107,95,118,135
"Armt1",604,585,589,1167,390,408,516,556,672,887
"Arnt",1228,1270,1159,2266,888,1126,1125,1034,968,1451
"Arnt2",1466,1383,1185,2847,1237,1075,1425,1681,2450,2333
"Arntl",1099,1104,1129,2285,780,873,896,1007,1005,1403
"Arntl2",9,14,10,40,15,10,8,12,9,22
"Arpc1a",1351,1308,1160,3129,987,992,1101,1363,1735,2280
"Arpc1b",153,174,157,347,84,93,89,146,180,190
"Arpc2",3337,3456,3220,6142,2480,2575,3083,3224,3577,4866
"Arpc3",931,1003,910,2279,653,749,837,936,1109,1469
"Arpc4",1467,1581,1239,2900,1014,1014,1189,1712,2035,2651
"Arpc5",1365,1508,1121,2688,939,1011,1142,1230,1342,1808
"Arpc5l",1814,1753,1610,3228,1208,1261,1470,1845,1800,2729
"Arpp19",2365,2414,2215,4629,1666,1848,2112,2245,2481,3285
"Arpp21",2946,2694,2429,4762,2145,2150,2573,2263,2592,3566
"Arr3",0,0,1,0,0,0,0,0,0,0
"Arrb1",4561,4202,3803,8771,3477,3178,3612,4264,5745,7130
"Arrb2",766,762,850,1602,621,606,672,604,751,877
"Arrdc1",74,85,77,146,79,70,44,63,50,98
"Arrdc2",102,89,104,139,67,41,51,69,61,154
"Arrdc3",2937,2711,2405,4596,2185,2272,2637,2034,2499,3178
"Arrdc4",159,142,140,281,116,103,146,102,132,185
"Arrdc5",0,0,0,0,0,0,0,0,0,0
"Arsa",393,374,341,896,299,336,298,372,488,699
"Arsb",1250,1299,1077,2616,1133,1084,1150,1301,1660,1963
"Arsg",338,388,319,763,279,267,300,361,517,542
"Arsi",5,4,6,21,7,7,6,1,2,12
"Arsj",1,3,0,4,8,0,3,2,3,2
"Arsk",362,318,331,693,261,300,320,297,370,481
"Art1",0,0,1,0,0,0,0,0,1,0
"Art2a-ps",0,0,0,0,0,0,0,0,0,0
"Art2b",0,0,0,0,0,0,0,0,0,0
"Art3",59,47,49,74,32,27,51,45,44,46
"Art4",0,0,1,2,0,0,0,0,1,1
"Art5",1,0,0,0,0,0,1,0,0,0
"Artn",2,6,10,6,1,4,3,6,7,13
"Arv1",101,89,106,203,79,89,85,69,80,114
"Arvcf",428,434,361,919,381,409,382,378,483,600
"Arx",0,0,0,0,1,0,1,1,0,1
"Arxes1",1106,1050,963,2036,715,772,817,934,898,1425
"Arxes2",2195,2101,1937,3969,1469,1504,1797,1790,1852,2507
"As3mt",250,277,213,524,264,202,276,293,394,462
"Asah1",2363,2491,2120,4210,1675,1820,2054,2254,2242,3144
"Asah2",536,462,423,794,471,344,496,533,1027,780
"Asap1",1620,1537,1541,2939,1407,1379,1625,1701,2501,2660
"Asap2",1646,1558,1482,2625,1161,1202,1285,1614,1904,2438
"Asap3",75,99,65,140,52,60,82,74,99,94
"Asb1",719,681,581,1548,525,535,574,667,785,994
"Asb10",0,0,0,0,0,2,1,2,0,0
"Asb11",18,13,16,34,15,9,17,16,10,33
"Asb12",0,0,0,2,0,0,0,0,0,1
"Asb13",2062,1941,1798,3639,1454,1536,1761,1953,2109,2852
"Asb14",0,1,1,0,0,0,0,2,2,0
"Asb15",2,2,2,4,2,3,0,0,2,3
"Asb16",25,13,12,32,47,11,30,22,85,63
"Asb17",0,0,0,0,0,0,0,0,0,0
"Asb17os",0,0,0,0,0,0,2,0,0,0
"Asb18",20,19,17,36,22,10,21,32,18,16
"Asb2",6,7,5,14,6,12,9,5,20,15
"Asb3",302,343,281,579,193,234,287,288,327,389
"Asb4",68,54,62,136,47,60,66,102,86,126
"Asb5",5,6,7,31,10,9,12,7,10,8
"Asb6",160,193,197,516,159,182,184,197,236,293
"Asb7",746,674,629,1219,494,551,593,702,729,1001
"Asb8",1034,924,947,1884,761,719,860,996,1248,1716
"Asb9",0,0,0,0,0,0,0,0,0,0
"Ascc1",272,298,230,647,183,218,227,299,383,461
"Ascc2",493,520,500,935,372,387,428,351,461,573
"Ascc3",858,852,758,1446,710,724,791,932,1044,1365
"Ascl1",86,104,63,166,62,54,65,73,78,113
"Ascl2",2,0,2,1,2,1,2,2,0,0
"Ascl3",0,0,3,3,0,0,5,0,3,3
"Ascl4",21,19,12,12,11,10,14,17,14,40
"Ascl5",0,0,0,0,0,0,0,0,1,1
"Asf1a",995,968,941,1624,693,808,761,744,825,1197
"Asf1b",6,7,9,14,9,3,8,11,13,20
"Asgr1",90,89,82,262,98,107,102,119,153,256
"Asgr2",1,2,0,0,0,0,1,0,0,2
"Ash1l",5364,5089,4197,7511,3666,4090,4381,5800,6773,7730
"Ash2l",1327,1196,1214,2407,924,1064,991,1186,1314,1704
"Asic1",1410,1276,1354,3002,1154,1262,1254,1135,1593,1871
"Asic2",885,908,946,2022,664,696,737,768,867,1244
"Asic3",5,0,5,3,4,4,3,5,5,2
"Asic4",40,21,7,13,87,1,49,6,94,81
"Asic5",10,9,6,16,4,3,7,7,12,11
"Asl",144,165,122,347,174,160,135,157,214,296
"Asmt",0,0,0,0,0,0,1,0,0,0
"Asna1",1019,1055,1034,2074,718,698,825,962,1209,1657
"Asns",1612,1392,1311,2994,1332,1231,1411,1629,2054,2635
"Asnsd1",49,39,49,66,62,31,47,59,55,77
"Aspa",655,617,558,989,430,373,452,493,717,639
"Aspdh",11,12,15,13,5,9,7,5,7,9
"Aspg",26,23,19,50,17,13,15,10,27,20
"Asph",15046,13679,14352,26934,9589,11093,12005,12678,11790,17842
"Asphd1",122,116,156,327,110,119,106,128,132,236
"Asphd2",494,528,465,1138,419,398,446,445,609,762
"Aspm",3,3,8,14,18,5,6,13,11,8
"Aspn",101,141,169,199,56,57,73,66,74,74
"Asprv1",2,7,1,8,6,6,4,11,1,2
"Aspscr1",336,311,315,805,238,281,278,291,409,469
"Asrgl1",5414,5397,4686,10031,3726,4025,4524,6071,6904,8667
"Ass1",136,155,104,319,255,153,227,215,447,393
"Aste1",110,83,76,217,82,80,76,82,81,103
"Astl",0,0,1,1,0,0,0,1,0,0
"Astn1",2226,1805,1609,3327,1744,1331,1897,2203,3392,3525
"Astn2",2966,2839,2846,5811,2022,2464,2278,3354,3204,4749
"Astx1a",0,0,0,0,0,0,0,0,0,0
"Astx1b",0,0,0,0,0,0,0,0,0,0
"Astx1c",0,0,0,0,0,0,0,0,0,0
"Astx2",0,0,0,0,0,0,0,0,0,0
"Astx3",0,0,0,0,0,0,0,0,0,0
"Astx4a",0,0,0,0,0,0,0,0,0,0
"Astx4b",0,0,0,0,0,0,0,0,0,0
"Astx4c",0,0,0,0,0,0,0,0,0,0
"Astx4d",0,0,0,0,0,0,0,0,0,0
"Astx5",0,0,0,0,0,0,0,0,0,0
"Astx6",0,0,0,0,0,0,0,0,0,0
"Asun",780,684,681,1360,601,683,659,574,663,855
"Asxl1",1197,1112,1070,2318,986,1022,941,1134,1286,1647
"Asxl2",1300,1310,1134,2182,1005,1026,1129,1423,1537,1764
"Asxl3",151,99,127,199,94,68,92,106,183,145
"Asz1",0,0,0,0,0,0,0,0,0,0
"Atad1",4789,4533,4413,8865,3444,3723,4203,4279,4778,6496
"Atad2",437,413,323,687,371,417,421,413,449,611
"Atad2b",768,691,632,1168,534,598,663,549,710,849
"Atad3a",593,613,540,1333,451,539,465,436,533,715
"Atad3aos",3,2,8,9,4,7,3,5,8,7
"Atad5",349,343,245,490,247,320,265,335,345,485
"Atat1",549,530,490,1192,435,400,486,400,659,760
"Atcay",2755,2454,2583,5634,2192,2035,2261,2291,3280,4026
"Atcayos",19,17,19,20,14,12,8,26,24,29
"Ate1",3176,3032,2724,5621,2445,2562,2846,2940,3380,4419
"Atf1",575,534,492,1001,385,482,504,495,501,635
"Atf2",4606,4433,4342,8070,3847,3800,4130,3883,4482,5876
"Atf3",30,21,22,53,17,14,25,19,30,33
"Atf4",2034,2020,2023,4514,1776,1903,1999,2168,2149,3214
"Atf5",281,265,223,497,175,201,209,258,310,459
"Atf6",2316,2174,2117,4222,1645,1776,1899,2116,2563,3419
"Atf6b",733,701,803,1442,443,515,525,653,684,940
"Atf7",1115,1198,1129,2319,900,1000,976,1045,1143,1330
"Atf7ip",3582,3489,2816,6187,2555,2788,3088,3278,3756,4819
"Atf7ip2",1,1,1,0,0,0,0,0,1,2
"Atg10",203,244,172,366,173,194,233,204,238,290
"Atg101",137,149,112,381,114,117,90,148,147,200
"Atg12",1959,1789,1577,3275,1197,1297,1431,1582,1796,2524
"Atg13",1816,1792,1688,3955,1635,1597,1737,1718,1924,2702
"Atg14",621,635,519,1284,453,496,553,594,648,827
"Atg16l1",795,798,822,1865,717,818,787,655,954,1083
"Atg16l2",161,178,181,435,171,207,183,141,137,172
"Atg2a",647,607,581,1546,446,463,500,579,730,844
"Atg2b",1830,1619,1472,2876,1274,1431,1464,2079,2594,3066
"Atg3",2308,2136,2193,3639,1467,1473,1689,1974,2019,2689
"Atg4a",174,193,132,354,133,137,148,167,235,218
"Atg4a-ps",8,16,10,14,4,3,4,2,10,9
"Atg4b",1120,1038,1017,2630,899,911,942,977,1138,1668
"Atg4c",1333,1295,1153,2305,1065,1050,1227,1242,1395,1827
"Atg4d",412,423,393,1111,332,349,319,466,541,737
"Atg5",760,704,614,1262,515,492,628,646,790,975
"Atg7",368,361,369,769,260,257,284,348,427,550
"Atg9a",740,690,647,1816,586,593,583,583,794,897
"Atg9b",16,13,7,17,22,11,17,19,34,20
"Athl1",55,96,54,176,45,34,51,52,87,98
"Atic",448,374,374,874,382,342,400,557,671,805
"Atl1",1570,1512,1287,2730,1448,1269,1555,1247,1617,2033
"Atl2",7453,6862,7742,14407,5165,5684,6446,6609,6493,9639
"Atl3",1588,1451,1324,2561,1123,1247,1311,1491,1515,1869
"Atm",591,534,457,944,488,589,573,622,877,889
"Atmin",1330,1148,1084,2901,1109,976,1150,1361,1710,2076
"Atn1",2253,2220,2109,5353,2102,2272,2049,2382,2678,3496
"Atoh1",0,0,0,0,0,0,0,0,0,0
"Atoh7",20,25,26,75,17,26,20,27,18,27
"Atoh8",61,71,37,158,30,26,29,38,48,49
"Atox1",113,106,76,253,67,68,80,130,217,206
"Atp10a",268,254,299,594,257,211,225,252,194,404
"Atp10b",67,35,41,66,37,26,37,28,55,74
"Atp10d",82,127,104,308,59,62,80,129,168,166
"Atp11a",1896,1956,1761,3964,1376,1422,1552,1612,2146,2392
"Atp11b",3707,3573,3423,6181,3089,3252,3359,2330,2766,3388
"Atp11c",1036,1202,1080,2368,1105,1209,1189,1027,1263,1386
"Atp12a",2,0,0,0,2,0,0,0,0,1
"Atp13a1",614,595,587,1285,465,559,518,450,595,763
"Atp13a2",779,777,743,1851,686,661,648,664,981,1107
"Atp13a3",3254,3169,2682,5404,2609,3082,3180,3221,3532,4539
"Atp13a4",764,789,669,1403,613,610,666,694,900,973
"Atp13a5",232,282,249,563,191,227,226,215,236,256
"Atp1a1",22647,23502,21123,48415,17247,19788,18916,27873,26471,39312
"Atp1a2",21737,21542,18863,41529,14220,14446,16893,23977,30381,38043
"Atp1a3",29229,27063,27352,64801,24262,23097,24760,32038,42612,51581
"Atp1a4",3,1,0,2,7,1,0,0,4,0
"Atp1b1",56735,52170,52491,101111,40741,40369,48537,50079,58433,76260
"Atp1b2",28732,29728,28895,65134,22532,23889,25544,26697,29236,40956
"Atp1b3",3975,4195,3700,7977,2699,2973,3323,4031,4576,5722
"Atp1b4",0,0,0,0,0,0,0,0,0,0
"Atp2a1",10,17,11,19,7,2,10,11,14,15
"Atp2a2",38778,33874,35313,65468,27125,29089,32358,41499,45389,60349
"Atp2a3",5000,4814,5647,11379,3401,3666,3671,4488,4278,6390
"Atp2b1",10244,9318,8871,15275,6910,7507,8181,8430,9896,12188
"Atp2b2",19736,18530,17771,36860,13602,15156,16103,21809,24671,31208
"Atp2b3",4380,4729,3867,8264,3149,3681,3768,5270,5776,7188
"Atp2b4",998,1159,788,1431,603,484,697,577,1059,908
"Atp2c1",4710,4555,4560,9170,3552,3662,3986,4351,4652,6078
"Atp2c2",0,3,4,12,0,2,1,4,1,4
"Atp4a",2,0,1,3,1,0,0,3,3,2
"Atp4b",0,0,0,0,0,0,0,0,0,0
"Atp5a1",18765,16835,14766,37111,13189,13433,14800,19258,22773,32174
"Atp5b",24930,23670,20526,54072,17298,17503,19470,24769,29110,41701
"Atp5c1",6047,6032,5105,11570,3836,4143,5035,6094,6453,9563
"Atp5d",933,1062,938,2893,853,852,905,1103,1397,1816
"Atp5e",836,975,606,1517,464,426,581,965,1164,1590
"Atp5f1",7523,7564,6428,14255,4932,5151,5808,7516,8288,11718
"Atp5g1",1063,1099,1023,2714,725,800,896,1029,1144,1660
"Atp5g2",260,288,191,754,227,224,199,278,340,437
"Atp5g3",2787,2859,2260,6963,1880,2169,2470,3196,3983,5708
"Atp5h",3409,3675,2857,7678,2493,2662,2848,3873,4228,6094
"Atp5j",3276,3414,2749,5592,2064,2215,2565,3150,3143,4647
"Atp5j2",1260,1400,1068,3108,889,874,1102,1457,1701,2265
"Atp5k",1392,1467,1328,2112,758,894,1021,1426,1514,2198
"Atp5k-ps2",4,1,2,5,2,3,1,4,1,1
"Atp5l",1055,1106,778,2134,571,682,786,955,1039,1483
"Atp5l-ps1",11,7,13,23,12,6,14,29,13,17
"Atp5l-ps2",23,15,11,19,11,23,15,36,34,64
"Atp5l2-ps",49,35,24,35,24,26,13,28,37,53
"Atp5o",3109,3430,2768,6932,2158,2134,2689,3346,3783,5178
"Atp5s",389,361,320,611,285,321,317,340,433,561
"Atp5sl",773,754,695,1630,629,650,603,651,747,1085
"Atp6ap1",4996,4895,4787,11200,3772,3884,4150,5006,6063,7774
"Atp6ap1l",224,222,222,400,150,186,228,223,200,305
"Atp6ap2",6468,6178,5569,12178,4827,4488,5618,5776,6287,8587
"Atp6v0a1",8595,8151,8049,17590,6983,6754,7107,8113,9940,12933
"Atp6v0a2",1831,1756,1567,3629,1258,1315,1468,1664,2151,2727
"Atp6v0a4",2,6,4,3,2,5,4,1,4,2
"Atp6v0b",1519,1614,1270,3873,1197,1143,1242,1531,1834,2320
"Atp6v0c",62,117,105,274,96,81,104,56,93,116
"Atp6v0d1",2435,2414,2236,5393,1802,1756,1988,2388,3066,3824
"Atp6v0d2",3,0,4,4,0,5,1,2,5,4
"Atp6v0e",332,394,333,809,278,339,307,291,379,465
"Atp6v0e2",3272,3403,2931,7842,2315,2466,2634,3291,3813,5175
"Atp6v1a",15867,14819,13732,27317,10819,10682,12642,14531,16654,22360
"Atp6v1b1",0,2,0,2,0,0,0,0,1,1
"Atp6v1b2",10854,10203,8739,22797,8468,7839,9133,10843,13880,17693
"Atp6v1c1",5437,5045,4490,9767,3954,3719,4477,5054,5974,7977
"Atp6v1c2",3,3,0,5,2,0,0,1,6,6
"Atp6v1d",4815,4757,4364,9279,3632,3678,4175,4217,5087,6650
"Atp6v1e1",5410,5300,4816,10349,4333,3993,4769,5219,5876,7976
"Atp6v1e2",0,0,1,0,0,0,0,1,0,0
"Atp6v1f",576,694,596,1679,524,470,558,734,1009,1258
"Atp6v1g1",2057,2151,1650,3783,1288,1477,1660,2375,2354,3544
"Atp6v1g2",6412,6378,6200,15172,5285,5635,5929,5998,7165,9756
"Atp6v1g3",0,0,0,0,0,0,0,0,0,0
"Atp6v1h",3372,3281,2924,6149,2799,2282,2901,3257,4020,5363
"Atp7a",245,271,240,575,161,212,222,260,404,366
"Atp7b",53,48,42,89,43,54,31,42,98,69
"Atp8a1",4510,4241,3528,7126,3836,3801,4262,5375,7153,8024
"Atp8a2",594,456,468,954,420,363,444,439,850,700
"Atp8b1",36,34,27,51,24,34,27,25,42,46
"Atp8b2",1305,1351,1140,2841,1195,1264,1169,1030,1400,1508
"Atp8b3",3,2,4,5,0,0,0,1,16,5
"Atp8b4",3,2,3,3,0,1,2,0,5,5
"Atp8b5",7,6,7,13,14,12,7,11,15,27
"Atp9a",4583,4382,4240,11402,3578,3806,3954,4393,5640,7208
"Atp9b",832,919,823,1972,746,733,760,786,918,1212
"Atpaf1",774,774,747,1529,719,648,736,843,1133,1385
"Atpaf2",381,380,349,748,266,297,290,323,391,525
"Atpif1",1969,1931,1541,3319,1433,1497,1728,2010,2227,3119
