"Gene","GSM7994873","GSM7994882"
"Dmp1",3,1
"Dmpk",54,50
"Dmr",0,0
"Dmrt1",0,0
"Dmrt2",3,0
"Dmrt3",0,0
"Dmrta1",2,0
"Dmrta2",114,114
"Dmrtb1",3,4
"Dmrtc1a",88,86
"Dmrtc1b",0,0
"Dmrtc1c1",0,0
"Dmrtc1c2",0,0
"Dmrtc2",0,0
"Dmtf1",444,466
"Dmtn",877,1172
"Dmwd",511,523
"Dmxl1",442,305
"Dmxl2",1222,1040
"Dna2",5,13
"Dnaaf1",48,32
"Dnaaf2",47,23
"Dnaaf3",4,1
"Dnaaf5",29,30
"Dnah1",28,6
"Dnah10",9,8
"Dnah11",3,11
"Dnah17",1,1
"Dnah2",5,7
"Dnah5",33,29
"Dnah6",7,5
"Dnah7a",4,2
"Dnah7b",15,21
"Dnah8",4,2
"Dnah9",113,25
"Dnaic1",118,88
"Dnaic2",3,8
"Dnaja1",1998,1633
"Dnaja2",1667,1391
"Dnaja3",186,131
"Dnaja4",272,243
"Dnajb1",385,426
"Dnajb11",142,137
"Dnajb12",147,169
"Dnajb13",1,4
"Dnajb14",1098,858
"Dnajb2",285,323
"Dnajb3",24,16
"Dnajb4",399,388
"Dnajb5",445,491
"Dnajb6",503,433
"Dnajb7",1,0
"Dnajb8",0,0
"Dnajb9",102,86
"Dnajc1",507,429
"Dnajc10",482,473
"Dnajc11",151,182
"Dnajc12",46,47
"Dnajc13",348,310
"Dnajc14",170,152
"Dnajc15",136,112
"Dnajc16",79,62
"Dnajc17",76,61
"Dnajc18",498,413
"Dnajc19",136,118
"Dnajc2",423,419
"Dnajc21",605,835
"Dnajc22",0,0
"Dnajc24",50,35
"Dnajc25",67,77
"Dnajc27",525,536
"Dnajc28",155,107
"Dnajc3",665,577
"Dnajc30",196,152
"Dnajc4",107,172
"Dnajc5",1904,1950
"Dnajc5b",0,0
"Dnajc5g",0,0
"Dnajc6",1093,908
"Dnajc7",1403,1221
"Dnajc8",1229,1120
"Dnajc9",205,181
"Dnal1",489,363
"Dnal4",415,326
"Dnali1",649,759
"Dnase1",165,135
"Dnase1l1",2,10
"Dnase1l2",16,6
"Dnase1l3",1,2
"Dnase2a",13,8
"Dnase2b",2,0
"Dnd1",59,43
"Dner",1249,1049
"Dnlz",395,426
"Dnm1",2212,2181
"Dnm1l",1117,1086
"Dnm2",406,358
"Dnm3",1236,1580
"Dnm3os",179,237
"Dnmbp",35,53
"Dnmt1",223,287
"Dnmt3a",951,1128
"Dnmt3aos",0,2
"Dnmt3b",10,16
"Dnmt3l",1,0
"Dnpep",137,132
"Dnph1",18,5
"Dntt",1,0
"Dnttip1",144,99
"Dnttip2",346,255
"Doc2a",255,360
"Doc2b",418,44
"Doc2g",31,17
"Dock1",141,79
"Dock10",298,145
"Dock11",83,28
"Dock2",14,19
"Dock3",550,861
"Dock4",186,83
"Dock5",27,37
"Dock6",132,126
"Dock7",96,119
"Dock8",9,14
"Dock9",737,246
"Dohh",414,412
"Dok1",4,7
"Dok2",1,1
"Dok3",90,62
"Dok4",1033,929
"Dok5",102,164
"Dok6",21,16
"Dok7",4,5
"Dolk",199,161
"Dolpp1",123,99
"Donson",80,80
"Dopey1",583,583
"Dopey2",357,342
"Dos",1566,1540
"Dot1l",431,470
"Doxl2",0,0
"Dpagt1",122,123
"Dpcd",572,653
"Dpcr1",0,0
"Dpep1",0,3
"Dpep2",0,0
"Dpep3",0,0
"Dpf1",855,856
"Dpf2",221,160
"Dpf3",34,14
"Dph1",46,41
"Dph2",43,37
"Dph3",120,107
"Dph5",70,77
"Dph6",141,160
"Dph7",60,57
"Dpm1",298,275
"Dpm1-adnp",1157,901
"Dpm2",329,298
"Dpm3",660,665
"Dpp10",241,639
"Dpp3",188,201
"Dpp4",18,32
"Dpp6",2217,1251
"Dpp7",138,88
"Dpp8",302,280
"Dpp9",351,307
"Dppa1",0,2
"Dppa2",0,0
"Dppa3",0,0
"Dppa4",0,0
"Dppa5a",1,0
"Dpt",1,0
"Dpy19l1",814,1254
"Dpy19l2",1,1
"Dpy19l3",302,244
"Dpy19l4",21,7
"Dpy30",173,169
"Dpyd",69,24
"Dpys",1,7
"Dpysl2",2126,1954
"Dpysl3",710,554
"Dpysl4",134,144
"Dpysl5",127,93
"DQ267100",0,0
"DQ267101",0,0
"DQ267102",0,0
"Dqx1",6,5
"Dr1",229,137
"Dram1",5,4
"Dram2",108,103
"Drap1",1742,1393
"Draxin",6,1
"Drc1",71,69
"Drc7",7,18
"Drd1",160,928
"Drd2",0,0
"Drd3",0,0
"Drd4",0,0
"Drd5",100,18
"Dreh",0,0
"Drg1",277,225
"Drg2",174,196
"Drosha",781,745
"Drp2",321,387
"Dsc1",1,1
"Dsc2",1,1
"Dsc3",2,0
"Dscam",654,620
"Dscaml1",1034,491
"Dscc1",1,0
"Dscr3",128,99
"Dse",29,19
"Dsel",244,198
"Dsg1a",0,0
"Dsg1b",0,0
"Dsg1c",0,1
"Dsg2",51,35
"Dsg3",1,0
"Dsg4",0,0
"Dsn1",7,5
"Dsp",205,5
"Dspp",0,2
"Dst",2623,2754
"Dstn",1945,1610
"Dstyk",503,324
"Dtd1",505,414
"Dtd2",28,13
"Dthd1",0,1
"Dtl",19,81
"Dtna",2534,2104
"Dtnb",106,124
"Dtnbp1",320,295
"Dtwd1",102,73
"Dtwd2",27,11
"Dtx1",229,267
"Dtx2",55,54
"Dtx3",918,854
"Dtx3l",36,27
"Dtx4",324,310
"Dtymk",112,79
"Duox1",1,0
"Duox2",0,0
"Duoxa1",0,0
"Duoxa2",0,0
"Dupd1",1,0
"Dus1l",70,78
"Dus2",55,52
"Dus3l",161,151
"Dus4l",38,33
"Dusp1",163,336
"Dusp10",27,30
"Dusp11",237,182
"Dusp12",84,85
"Dusp13",1,9
"Dusp14",219,693
"Dusp15",39,67
"Dusp16",62,60
"Dusp18",422,404
"Dusp19",45,25
"Dusp2",8,13
"Dusp21",0,0
"Dusp22",131,155
"Dusp23",112,66
"Dusp26",392,762
"Dusp27",0,2
"Dusp28",145,195
"Dusp3",1177,1664
"Dusp4",39,21
"Dusp5",0,0
"Dusp6",961,1128
"Dusp7",648,691
"Dusp8",1086,1150
"Dusp9",2,11
"Dut",194,191
"Dux",0,0
"Duxbl1",0,0
"Duxbl2",0,3
"Duxbl3",0,0
"Dvl1",475,511
"Dvl2",163,181
"Dvl3",9,0
"DXBay18",4,0
"Dxo",93,53
"Dydc1",2,4
"Dydc2",2,2
"Dym",211,258
"Dynap",1,0
"Dync1h1",4729,5900
"Dync1i1",1327,1348
"Dync1i2",3553,3621
"Dync1li1",389,367
"Dync1li2",1465,1907
"Dync2h1",589,484
"Dync2li1",93,70
"Dynll1",2785,1610
"Dynll2",5540,5770
"Dynlrb1",1552,1370
"Dynlrb2",21,34
"Dynlt1a",478,534
"Dynlt1b",60,58
"Dynlt1c",97,118
"Dynlt1f",56,61
"Dynlt3",2359,2022
"Dyrk1a",703,669
"Dyrk1b",40,40
"Dyrk2",13,4
"Dyrk3",86,44
"Dyrk4",0,0
"Dysf",15,43
"Dytn",0,0
"Dyx1c1",36,48
"Dzank1",362,460
"Dzip1",590,472
"Dzip1l",98,115
"Dzip3",1316,1072
"E030002O03Rik",1,3
"E030003E18Rik",3,7
"E030011O05Rik",32,27
"E030013I19Rik",23,16
"E030018B13Rik",3,0
"E030019B13Rik",0,2
"E030024N20Rik",479,422
"E030025P04Rik",0,0
"E030030I06Rik",0,3
"E030044B06Rik",0,0
"E130006D01Rik",10,0
"E130008D07Rik",21,13
"E130012A19Rik",134,375
"E130018N17Rik",0,1
"E130102H24Rik",41,58
"E130112N10Rik",1,0
"E130114P18Rik",61,47
"E130201H02Rik",2,1
"E130215H24Rik",2,0
"E130218I03Rik",1,1
"E130304I02Rik",0,4
"E130307A14Rik",123,95
"E130308A19Rik",73,94
"E130309D02Rik",136,110
"E130309D14Rik",136,162
"E130310I04Rik",1,0
"E130311K13Rik",122,66
"E130317F20Rik",22,9
"E230013L22Rik",0,0
"E230016K23Rik",1,0
"E230016M11Rik",13,35
"E230025N22Rik",0,3
"E230029C05Rik",44,66
"E2f1",46,101
"E2f2",15,15
"E2f3",134,109
"E2f4",86,86
"E2f5",201,188
"E2f6",146,154
"E2f7",1,1
"E2f8",2,7
"E330009J07Rik",5,2
"E330011O21Rik",6,0
"E330012B07Rik",0,0
"E330013P04Rik",10,1
"E330014E10Rik",0,0
"E330017A01Rik",0,0
"E330017L17Rik",0,0
"E330020D12Rik",1,0
"E330021D16Rik",0,0
"E330023G01Rik",0,0
"E330033B04Rik",222,200
"E330034G19Rik",0,0
"E430016F16Rik",1,3
"E430018J23Rik",28,22
"E430025E21Rik",149,135
"E4f1",99,108
"E530001F21Rik",61,43
"E530011L22Rik",188,158
"Eaf1",42,30
"Eaf2",4,1
"Eapp",243,185
"Ear1",0,0
"Ear10",0,0
"Ear12",0,0
"Ear14",0,0
"Ear2",0,0
"Ear3",0,0
"Ear4",0,0
"Ear6",0,0
"Ear7",0,0
"Ears2",72,71
"Ebag9",130,153
"Ebf1",66,94
"Ebf2",1,18
"Ebf3",22,6
"Ebf4",25,12
"Ebi3",16,12
"Ebna1bp2",284,257
"Ebp",316,324
"Ebpl",220,174
"Ecd",510,417
"Ece1",262,419
"Ece2",71,28
"Ecel1",38,28
"Ech1",140,129
"Echdc1",889,657
"Echdc2",107,88
"Echdc3",2,4
"Echs1",270,184
"Eci1",180,107
"Eci2",167,98
"Eci3",11,9
"Ecm1",31,23
"Ecm2",76,45
"Ecscr",4,13
"Ecsit",253,298
"Ect2",8,5
"Ect2l",1,3
"Eda",16,41
"Eda2r",0,0
"Edar",0,4
"Edaradd",11,2
"Edc3",158,136
"Edc4",188,190
"Eddm3b",0,0
"Edem1",47,33
"Edem2",97,70
"Edem3",269,205
"Edf1",1458,1333
"Edil3",382,385
"Edn1",13,41
"Edn2",0,0
"Edn3",22,40
"Ednra",42,23
"Ednrb",179,143
"Edrf1",149,108
"Eea1",1211,983
"Eed",78,86
"Eef1a1",3925,2458
"Eef1a2",3480,3640
"Eef1b2",1649,1225
"Eef1d",582,438
"Eef1e1",87,52
"Eef1g",803,683
"Eef2",5397,4976
"Eef2k",151,189
"Eef2kmt",288,223
"Eefsec",67,49
"Eepd1",124,163
"Efcab1",32,13
"Efcab10",21,23
"Efcab11",0,4
"Efcab12",38,47
"Efcab14",466,503
"Efcab2",16,19
"Efcab3",0,1
"Efcab5",68,56
"Efcab6",27,23
"Efcab7",19,4
"Efcab8",0,0
"Efcab9",5,5
"Efcc1",66,64
"Efemp1",38,9
"Efemp2",16,8
"Efhb",0,7
"Efhc1",3,11
"Efhc2",2,10
"Efhd1",56,56
"Efhd2",1000,1980
"Efna1",19,20
"Efna2",175,121
"Efna3",0,1
"Efna4",1,2
"Efna5",228,897
"Efnb1",194,226
"Efnb2",289,297
"Efnb3",1950,723
"Efr3a",1325,1187
"Efr3b",691,544
"Efs",32,14
"Eftud1",110,119
"Eftud2",397,336
"Egf",1,3
"Egfbp2",0,0
"Egfem1",56,49
"Egfl6",26,14
"Egfl7",272,312
"Egfl8",826,722
"Egflam",10,14
"Egfr",46,43
"Egln1",540,617
"Egln2",511,496
"Egln3",16,39
"Egr1",1176,3910
"Egr2",11,84
"Egr3",516,705
"Egr4",236,560
"Ehbp1",503,510
"Ehbp1l1",84,142
"Ehd1",533,214
"Ehd2",36,16
"Ehd3",2108,1222
"Ehd4",97,148
"Ehf",0,0
"Ehhadh",1,1
"Ehmt1",474,429
"Ehmt2",523,472
"Ei24",340,431
"Eid1",3033,2507
"Eid2",758,821
"Eid2b",116,74
"Eid3",4,6
"Eif1",2061,1991
"Eif1a",300,205
"Eif1ad",174,186
"Eif1ax",220,258
"Eif1b",2089,1658
"Eif2a",213,120
"Eif2ak1",437,428
"Eif2ak2",29,18
"Eif2ak3",99,99
"Eif2ak4",155,120
"Eif2b1",147,117
"Eif2b2",397,427
"Eif2b3",95,98
"Eif2b4",188,189
"Eif2b5",329,337
"Eif2d",78,69
"Eif2s1",283,185
"Eif2s2",1714,1537
"Eif2s3x",233,163
"Eif2s3y",136,102
"Eif3a",3318,2998
"Eif3b",247,211
"Eif3c",1401,1349
"Eif3d",408,404
"Eif3e",524,361
"Eif3f",653,609
"Eif3g",452,378
"Eif3h",1012,919
"Eif3i",576,564
"Eif3j1",0,1
"Eif3j2",260,177
"Eif3k",646,533
"Eif3l",257,238
"Eif3m",276,150
"Eif4a1",684,572
"Eif4a2",1856,1340
"Eif4a3",510,546
"Eif4b",609,452
"Eif4e",777,650
"Eif4e1b",0,0
"Eif4e2",519,451
"Eif4e3",451,298
"Eif4ebp1",14,13
"Eif4ebp2",240,235
"Eif4ebp3",68,67
"Eif4enif1",247,277
"Eif4g1",2253,1850
"Eif4g2",2597,2077
"Eif4g3",3247,3012
"Eif4h",1349,1331
"Eif5",1782,1642
"Eif5a",1566,1219
"Eif5a2",92,53
"Eif5b",3059,2801
"Eif6",185,180
"Elac1",125,73
"Elac2",255,309
"Elane",0,0
"Elavl1",289,219
"Elavl2",2333,2135
"Elavl3",5078,4334
"Elavl4",2321,3097
"Eldr",0,0
"Elf1",66,76
"Elf2",107,98
"Elf3",0,0
"Elf4",4,1
"Elf5",7,1
"Elfn1",231,168
"Elfn2",769,563
"Elk1",525,307
"Elk3",56,66
"Elk4",114,162
"Ell",127,128
"Ell2",126,182
"Ell3",29,15
"Elmo1",106,275
"Elmo2",607,491
"Elmo3",1,9
"Elmod1",1507,1225
"Elmod2",80,50
"Elmod3",104,103
"Elmsan1",108,67
"Eln",67,65
"Elof1",306,283
"Elovl1",65,129
"Elovl2",116,98
"Elovl3",13,1
"Elovl4",421,457
"Elovl5",460,437
"Elovl6",477,334
"Elovl7",142,248
"Elp2",820,834
"Elp3",355,373
"Elp4",79,58
"Elp5",299,359
"Elp6",37,41
"Emb",158,222
"Emc1",561,581
"Emc10",1174,850
"Emc2",621,417
"Emc3",373,365
"Emc4",567,578
"Emc6",850,966
"Emc7",378,275
"Emc8",266,197
"Emc8-1190005i06rik",44,37
"Emc9",268,194
"Emcn",19,17
"Emd",317,335
"Eme1",265,227
"Eme2",94,104
"Emg1",166,144
"Emid1",26,33
"Emilin1",4,1
"Emilin2",9,10
"Emilin3",0,0
"Eml1",157,218
"Eml2",2231,2133
"Eml3",64,76
"Eml4",346,328
"Eml5",738,597
"Eml6",189,97
"Emp1",10,7
"Emp2",129,118
"Emp3",15,15
"Emx1",86,123
"Emx2",208,124
"Emx2os",60,15
"En1",0,1
"En2",5,4
"Enah",2394,1800
"Enam",0,0
"Enc1",7667,6720
"Endod1",536,507
"Endog",93,82
"Endou",1,29
"Endov",96,88
"Eng",74,89
"Engase",48,39
"Enho",383,293
"Enkd1",77,61
"Enkur",51,61
"Eno1",0,0
"Eno1b",578.5,493
"Eno2",4006,3840
"Eno3",20,16
"Eno4",15,31
"Enoph1",223,166
"Enox1",210,127
"Enox2",162,65
"Enpep",5,3
"Enpp1",18,29
"Enpp2",1114,4093
"Enpp3",2,2
"Enpp4",178,206
"Enpp5",571,537
"Enpp6",46,61
"Enpp7",0,0
"Ensa",1087,1200
"Enthd1",0,0
"Enthd2",74,40
"Entpd1",41,42
"Entpd2",91,53
"Entpd3",76,73
"Entpd4",258,285
"Entpd5",113,133
"Entpd6",96,55
"Entpd7",94,103
"Entpd8",0,0
"Eny2",540,430
"Eogt",28,26
"Eomes",14,4
"Ep300",625,567
"Ep400",527,537
"Epas1",536,504
"Epb4.1",297,413
"Epb4.1l1",3799,4076
"Epb4.1l2",538,658
"Epb4.1l3",650,715
"Epb4.1l4a",52,25
"Epb4.1l4aos",148,146
"Epb4.1l4b",5,4
"Epb4.1l5",41,47
"Epb4.2",0,1
"Epc1",329,403
"Epc2",572,620
"Epcam",5,5
"Epdr1",550,443
"Epg5",92,96
"Epgn",1,2
"Epha1",7,2
"Epha10",152,168
"Epha2",0,0
"Epha3",24,11
"Epha4",4708,2671
"Epha5",823,503
"Epha6",98,18
"Epha7",961,425
"Epha8",5,30
"Ephb1",405,544
"Ephb2",268,164
"Ephb3",108,176
"Ephb4",5,8
"Ephb6",471,925
"Ephx1",61,60
"Ephx2",122,120
"Ephx3",1,0
"Ephx4",159,227
"Epm2a",0,0
"Epm2aip1",607,519
"Epn1",2114,1842
"Epn2",1594,1212
"Epn3",10,6
"Epo",0,0
"Epor",26,38
"Eppin",0,0
"Eppk1",6,3
"Eprs",1013,1002
"Eps15",1387,1200
"Eps15l1",683,707
"Eps8",271,124
"Eps8l1",26,36
"Eps8l2",8,14
"Eps8l3",38,47
"Epsti1",7,7
"Ept1",302,327
"Epx",0,1
"Epyc",46,20
"Eqtn",5,8
"Eral1",95,94
"Erap1",22,15
"Eras",3,2
"Erbb2",20,16
"Erbb2ip",294,270
"Erbb3",0,0
"Erbb4",18,16
"Erc1",1127,852
"Erc2",3654,2770
"Ercc1",113,91
"Ercc2",100,118
"Ercc3",239,180
"Ercc4",122,105
"Ercc5",214,210
"Ercc6",147,124
"Ercc6l",0,0
"Ercc6l2",131,105
"Ercc8",41,26
"Erdr1",111,318
"Ereg",0,0
"Erf",289,435
"Erg",21,24
"Ergic1",603,560
"Ergic2",685,663
"Ergic3",482,413
"Erh",242,190
"Eri1",121,90
"Eri2",56,56
"Eri3",298,316
"Erich1",141,94
"Erich2",12,14
"Erich3",38,47
"Erich4",2,0
"Erich5",22,6
"Erich6",3,5
"Erlec1",395,424
"Erlin1",63,66
"Erlin2",187,117
"Ermap",0,2
"Ermard",110,98
"Ermn",420,570
"Ermp1",286,228
"Ern1",7,5
"Ern2",1,2
"Ero1l",158,149
"Ero1lb",40,44
"Erp27",3,0
"Erp29",862,777
"Erp44",140,134
"Errfi1",108,53
"Erv3",3,1
"Esam",161,140
"Esco1",172,158
"Esco2",3,0
"Esd",439,344
"Esf1",1049,1002
"Esm1",5,1
"Esp1",0,0
"Esp15",0,0
"Esp16",0,0
"Esp18",0,0
"Esp23",0,0
"Esp24",0,0
"Esp3",0,0
"Esp31",0,0
"Esp34",0,0
"Esp36",0,0
"Esp38",0,0
"Esp4",0,0
"Esp5",0,0
"Esp6",0,0
"Esp6Esp5",0,0
"Esp8",0,0
"Espl1",1,6
"Espn",4,12
"Espnl",1,0
"Esr1",33,19
"Esr2",1,4
"Esrp1",0,2
"Esrp2",0,0
"Esrra",566,546
"Esrrb",7,11
"Esrrg",87,125
"Esx1",0,0
"Esyt1",30,43
"Esyt2",145,86
"Esyt3",43,37
"Etaa1",78,59
"Etaa1os",18,6
"Etd",0,0
"Etf1",495,361
"Etfa",85,58
"Etfb",458,292
"Etfdh",85,63
"Ethe1",77,110
"Etl4",403,763
"Etnk1",1114,1072
"Etnk2",12,42
"Etnppl",74,71
"Etohd2",358,374
"Etohi1",31,9
"Ets1",72,57
"Ets2",668,596
"Etv1",651,495
"Etv2",0,0
"Etv3",81,70
"Etv4",69,51
"Etv5",277,578
"Etv6",148,232
"EU599041",2,1
"Eva1a",39,17
"Eva1b",20,14
"Eva1c",3,7
"Evc",55,31
"Evc2",97,61
"Evi2a",43,64
"Evi2b",8,19
"Evi5",688,702
"Evi5l",36,73
"Evl",344,388
"Evpl",3,12
"Evx1",0,0
"Evx2",0,0
"Ewsr1",481,383
"Exd1",3,4
"Exd2",178,131
"Exo1",1,0
"Exo5",50,36
"Exoc1",217,185
"Exoc2",109,97
"Exoc3",808,625
"Exoc3l",5,5
"Exoc3l4",16,14
"Exoc4",376,350
"Exoc5",563,496
"Exoc6",91,60
"Exoc6b",560,373
"Exoc7",284,285
"Exoc8",254,244
"Exog",102,99
"Exosc1",178,134
"Exosc10",156,125
"Exosc2",76,82
"Exosc3",38,19
"Exosc4",129,132
"Exosc5",51,38
"Exosc6",149,136
"Exosc7",153,108
"Exosc8",301,261
"Exosc9",245,272
"Exph5",60,311
"Ext1",326,521
"Ext2",116,78
"Extl1",245,332
"Extl2",445,464
"Extl3",600,805
"Eya1",85,40
"Eya2",33,8
"Eya3",139,164
"Eya4",7,8
"Ezh1",307,251
"Ezh2",165,182
"Ezr",351,423
"F10",6,0
"F11",2,1
"F11r",67,79
"F12",6,6
"F13a1",22,14
"F13b",0,0
"F2",15,0
"F2r",49,35
"F2rl1",0,3
"F2rl2",13,14
"F2rl3",2,0
"F3",58,26
"F420014N23Rik",668,670
"F5",13,76
"F630028O10Rik",9,0
"F630042J09Rik",0,1
"F630111L10Rik",24,38
"F630206G17Rik",0,0
"F7",6,0
"F730035M05Rik",0,0
"F730043M19Rik",67,25
"F8",43,46
"F830002L21Rik",0,0
"F830016B08Rik",1,0
"F830045P16Rik",0,0
"F8a",98,88
"F9",5,1
"F930015N05Rik",0,0
"Fa2h",116,165
"Faah",423,303
"Faap100",132,104
"Faap20",138,93
"Faap24",56,28
"Fabp1",18,2
"Fabp12",3,0
"Fabp2",3,0
"Fabp3",340,560
"Fabp4",1,0
"Fabp5",763,564
"Fabp6",0,0
"Fabp7",283,123
"Fabp9",0,0
"Fadd",25,14
"Fads1",850,900
"Fads2",29,18
"Fads3",75,104
"Fads6",0,0
"Faf1",222,146
"Faf2",332,304
"Fah",82,99
"Fahd1",104,89
"Fahd2a",61,86
"Faim",176,112
"Faim2",1647,1680
"Faiml",5,0
"Fam101a",5,4
"Fam101b",120,160
"Fam102a",582,477
"Fam102b",525,548
"Fam103a1",251,235
"Fam104a",864,946
"Fam105a",102,87
"Fam107a",1572,1241
"Fam107b",36,17
"Fam109a",43,48
"Fam109b",0,3
"Fam110a",46,50
"Fam110b",317,228
"Fam110c",0,0
"Fam111a",40,57
"Fam114a1",35,43
"Fam114a2",537,460
"Fam117a",41,31
"Fam117b",432,378
"Fam118a",128,110
"Fam118b",171,108
"Fam120a",1688,1737
"Fam120aos",119,107
"Fam120b",218,233
"Fam120c",934,658
"Fam122a",268,146
"Fam122b",69,93
"Fam122c",0,0
"Fam124a",94,169
"Fam124b",3,1
"Fam126a",258,159
"Fam126b",2526,2462
"Fam129a",5,2
"Fam129b",170,223
"Fam129c",14,15
"Fam131a",2676,2008
"Fam131b",257,389
"Fam131c",4,2
"Fam132a",81,74
"Fam132b",5,10
"Fam133b",580,576
"Fam134a",737,777
"Fam134b",304,306
"Fam134c",188,119
"Fam135a",311,360
"Fam135b",91,96
"Fam136a",96,49
"Fam13a",147,96
"Fam13b",403,378
"Fam13c",946,652
"Fam149a",71,90
"Fam149b",144,91
"Fam150a",0,1
"Fam150b",37,11
"Fam151a",5,3
"Fam151b",43,57
"Fam155a",1431,1124
"Fam159a",0,2
"Fam159b",3,1
"Fam160a1",19,19
"Fam160a2",527,578
"Fam160b1",268,289
"Fam160b2",279,276
"Fam161a",43,36
"Fam161b",87,105
"Fam162a",336,259
"Fam162b",0,0
"Fam163a",84,57
"Fam163b",1123,1275
"Fam166a",683,664
"Fam166b",684,673
"Fam167a",1,2
"Fam167b",2,10
"Fam168a",2647,2687
"Fam168b",1111,933
"Fam169a",172,151
"Fam169b",2,3
"Fam170a",0,0
"Fam170b",0,0
"Fam171a1",694,590
"Fam171a2",1558,1779
"Fam171b",3075,2852
"Fam172a",371,339
"Fam173a",367,327
"Fam173b",40,46
"Fam174a",334,242
"Fam174b",210,170
"Fam175a",41,33
"Fam175b",255,281
"Fam177a",3,1
"Fam178a",418,393
"Fam178b",4,4
"Fam179a",4,7
"Fam179b",440,390
"Fam180a",8,4
"Fam181a",20,16
"Fam181b",174,161
"Fam183b",41,28
"Fam184a",290,331
"Fam184b",58,60
"Fam185a",140,142
"Fam186b",8,17
"Fam187a",2,10
"Fam187b",0,0
"Fam188a",422,242
"Fam188b",37,32
"Fam189a1",180,131
"Fam189a2",28,28
"Fam189b",165,223
"Fam192a",341,350
"Fam193a",909,1081
"Fam193b",725,634
"Fam195a",48,58
"Fam195b",206,232
"Fam196a",52,47
"Fam196b",3,2
"Fam198a",62,30
"Fam198b",21,33
"Fam199x",202,254
"Fam19a1",401,230
"Fam19a2",176,91
"Fam19a3",0,0
"Fam19a4",5,5
"Fam19a5",1063,673
"Fam204a",174,178
"Fam205a1",3,11
"Fam205a2",9.5,14.5
"Fam205c",2,8
"Fam206a",73,66
"Fam207a",410,404
"Fam208a",1467,1198
"Fam208b",163,145
"Fam209",0,0
"Fam20a",55,60
"Fam20b",528,454
"Fam20c",168,123
"Fam21",713,657
"Fam210a",441,486
"Fam210b",201,85
"Fam212a",36,5
"Fam212b",487,632
"Fam213a",694,446
"Fam213b",415,356
"Fam214a",247,169
"Fam214b",253,230
"Fam216a",508,506
"Fam216b",11,11
"Fam217a",2,4
"Fam217b",313,346
"Fam219a",22,40
"Fam219aos",0,1
"Fam219b",221,196
"Fam220a",151,55
"Fam221a",8,6
"Fam221b",8,8
"Fam222a",51,76
"Fam222b",533,479
"Fam227a",107,114
"Fam227b",49,31
"Fam228a",41,51
"Fam228b",97,96
"Fam229a",0,7
"Fam229b",106,111
"Fam24a",0,0
"Fam25c",1,1
"Fam26d",0,0
"Fam26e",35,26
"Fam26f",0,0
"Fam32a",853,863
"Fam35a",46,46
"Fam3a",52,63
"Fam3b",0,0
"Fam3c",562,807
"Fam43a",65,70
"Fam43b",237,165
"Fam45a",147,99
"Fam46a",106,108
"Fam46b",1,0
"Fam46c",10,4
"Fam46d",0,0
"Fam47c",0,0
"Fam47e",1,1
"Fam49a",998,929
"Fam49b",982,1330
"Fam50a",112,125
"Fam50b",0,0
"Fam53a",146,117
"Fam53b",163,273
"Fam53c",605,505
"Fam57a",3,2
"Fam57b",295,341
"Fam58b",94,90
"Fam60a",52,42
"Fam63a",141,137
"Fam63b",1059,1083
"Fam64a",1,4
"Fam65a",903,706
"Fam65b",598,408
"Fam65c",0,0
"Fam69a",586,440
"Fam69b",620,643
"Fam69c",33,16
"Fam71a",0,0
"Fam71b",0,0
"Fam71d",1,0
"Fam71e1",21,20
"Fam71e2",0,0
"Fam71f1",0,0
"Fam71f2",0,0
"Fam72a",4,8
"Fam73a",717,780
"Fam73b",169,196
"Fam76a",259,300
"Fam76b",171,123
"Fam78a",13,17
"Fam78b",109,151
"Fam81a",1052,1690
"Fam83a",0,0
"Fam83b",0,0
"Fam83c",0,0
"Fam83d",8,6
"Fam83e",0,0
"Fam83f",3,2
"Fam83g",1,0
"Fam83h",2,7
"Fam84a",314,131
"Fam84b",79,89
"Fam89a",12,8
"Fam89b",166,140
"Fam8a1",32,29
"Fam90a1a",0,0
"Fam92a",250,174
"Fam92b",5,2
"Fam96a",139,128
"Fam96b",126,124
"Fam98a",142,138
"Fam98b",263,234
"Fam98c",613,579
"Fan1",2,12
"Fanca",15,5
"Fancb",8,7
"Fancc",35,64
"Fancd2",17,33
"Fancd2os",12,3
"Fance",99,112
"Fancf",11,7
"Fancg",44,43
"Fanci",51,28
"Fancl",77,58
"Fancm",105,113
"Fank1",45,32
"Fap",5,26
"Far1",208,237
"Far1os",6,6
"Far2",577,533
"Farp1",133,150
"Farp2",243,160
"Fars2",64,81
"Farsa",473,439
"Farsb",837,712
"Fas",4,6
"Fasl",0,1
"Fasn",1128,1285
"Fastk",322,350
"Fastkd1",41,39
"Fastkd2",94,73
"Fastkd3",119,92
"Fastkd5",32,18
"Fat1",75,78
"Fat2",0,1
"Fat3",588,717
"Fat4",86,37
"Fate1",0,0
"Fau",1196,931
"Faxc",364,484
"Fbf1",311,266
"Fbl",152,148
"Fblim1",2,5
"Fbll1",339,350
"Fbln1",27,2
"Fbln2",29,12
"Fbln5",30,18
"Fbln7",11,11
"Fbn1",36,30
"Fbn2",62,24
"Fbp1",11,0
"Fbp2",0,0
"Fbrs",243,225
"Fbrsl1",338,347
"Fbxl12",138,128
"Fbxl12os",15,8
"Fbxl13",0,1
"Fbxl14",96,67
