"entrezgene_id","external_gene_name","ensembl_gene_id"
171281,"Acot3","ENSMUSG00000021228"
54397,"Ppt2","ENSMUSG00000015474"
111175,"Pecr","ENSMUSG00000026189"
26922,"Mecr","ENSMUSG00000028910"
11370,"Acadvl","ENSMUSG00000018574"
11363,"Acadl","ENSMUSG00000026003"
235582,"Glyctk","ENSMUSG00000020258"
320208,"Tmem91","ENSMUSG00000061702"
223646,"Naprt","ENSMUSG00000022574"
67375,"Qprt","ENSMUSG00000030674"
382985,"Rrm2b","ENSMUSG00000022292"
20133,"Rrm1","ENSMUSG00000030978"
20135,"Rrm2","ENSMUSG00000020649"
15357,"Hmgcr","ENSMUSG00000021670"
666417,NA,NA
107885,"Mthfs","ENSMUSG00000066442"
100039707,"Mthfsl","ENSMUSG00000079427"
211488,"Ado","ENSMUSG00000057134"
211347,"Pank3","ENSMUSG00000018846"
74450,"Pank2","ENSMUSG00000037514"
75735,"Pank1","ENSMUSG00000033610"
269614,"Pank4","ENSMUSG00000029056"
67993,"Nudt12","ENSMUSG00000024228"
22117,"Tst","ENSMUSG00000044986"
227095,"Hibch","ENSMUSG00000041426"
69051,"Pycr2","ENSMUSG00000026520"
22275,"Urod","ENSMUSG00000028684"
13121,"Cyp51","ENSMUSG00000001467"
433323,"Sgpp2","ENSMUSG00000032908"
20524,"Slc25a17","ENSMUSG00000022404"
229782,"Slc35a3","ENSMUSG00000027957"
27409,"Abcg5","ENSMUSG00000040505"
67470,"Abcg8","ENSMUSG00000024254"
237831,"Slc13a5","ENSMUSG00000020805"
223920,"Soat2","ENSMUSG00000023045"
16889,"Lipa","ENSMUSG00000024781"
76459,"Car12","ENSMUSG00000032373"
12349,"Car2","ENSMUSG00000027562"
230099,"Car9","ENSMUSG00000028463"
23831,"Car14","ENSMUSG00000038526"
12353,"Car6","ENSMUSG00000028972"
12346,"Car1","ENSMUSG00000027556"
12351,"Car4","ENSMUSG00000000805"
12354,"Car7","ENSMUSG00000031883"
12319,"Car8","ENSMUSG00000041261"
71934,"Car13","ENSMUSG00000027555"
27416,"Abcc5","ENSMUSG00000022822"
18173,"Slc11a1","ENSMUSG00000026177"
20504,"Slc17a1","ENSMUSG00000021335"
22782,"Slc30a1","ENSMUSG00000037434"
224674,"Slc37a1","ENSMUSG00000024036"
11666,"Abcd1","ENSMUSG00000031378"
19299,"Abcd3","ENSMUSG00000028127"
217700,"Acot6","ENSMUSG00000043487"
67115,"Rpl14","ENSMUSG00000025794"
94352,"Loxl2","ENSMUSG00000034205"
72562,"Pcbd2","ENSMUSG00000021496"
29859,"Sult4a1","ENSMUSG00000018865"
67328,"Lyzl1","ENSMUSG00000024233"
76113,"Lpo","ENSMUSG00000009356"
71147,"Oxsm","ENSMUSG00000021786"
234129,"Tpte","ENSMUSG00000031481"
12799,"Cnp","ENSMUSG00000006782"
107146,"Glyat","ENSMUSG00000063683"
13120,"Cyp4b1","ENSMUSG00000028713"
13088,"Cyp2b10","ENSMUSG00000030483"
13110,"Cyp2j6","ENSMUSG00000052914"
81906,"Cyp4x1","ENSMUSG00000047155"
74134,"Cyp2s1","ENSMUSG00000040703"
631304,"Cyp4f40","ENSMUSG00000090700"
17228,"Cma1","ENSMUSG00000022225"
109697,"Cpa1","ENSMUSG00000054446"
232680,"Cpa2","ENSMUSG00000071553"
329093,"Cpa6","ENSMUSG00000042501"
74649,"Cpa5","ENSMUSG00000029788"
17229,"Tpsb2","ENSMUSG00000033825"
100503895,"Tpsab1","ENSMUSG00000024173"
11421,"Ace","ENSMUSG00000020681"
16591,"Kl","ENSMUSG00000058488"
56386,"B4galt6","ENSMUSG00000056124"
22239,"Ugt8a","ENSMUSG00000032854"
18746,"Pkm","ENSMUSG00000032294"
18704,"Pik3c2a","ENSMUSG00000030660"
240752,"Pik3c2b","ENSMUSG00000026447"
18705,"Pik3c2g","ENSMUSG00000030228"
26378,"Decr2","ENSMUSG00000036775"
67460,"Decr1","ENSMUSG00000028223"
109857,"Cbr3","ENSMUSG00000022947"
28200,"Dhrs4","ENSMUSG00000022210"
320997,"Cyp4f39","ENSMUSG00000061126"
13850,"Ephx2","ENSMUSG00000022040"
74302,"Mtmr3","ENSMUSG00000034354"
77116,"Mtmr2","ENSMUSG00000031918"
14780,"Gpx5","ENSMUSG00000004344"
104245,"Slc6a5","ENSMUSG00000039728"
218756,"Slc4a7","ENSMUSG00000021733"
233836,"Slc5a11","ENSMUSG00000030769"
20515,"Slc20a1","ENSMUSG00000027397"
20516,"Slc20a2","ENSMUSG00000037656"
142681,"Slc34a3","ENSMUSG00000006469"
240332,"Slc6a7","ENSMUSG00000052026"
15487,"Hsd17b3","ENSMUSG00000033122"
13167,"Dbi","ENSMUSG00000026385"
26874,"Abcd2","ENSMUSG00000055782"
225579,"Slc27a6","ENSMUSG00000024600"
94180,"Acsbg1","ENSMUSG00000032281"
102680,"Slc6a20a","ENSMUSG00000036814"
56643,"Slc15a1","ENSMUSG00000025557"
52466,"Slc46a1","ENSMUSG00000020829"
12751,"Tpp1","ENSMUSG00000030894"
14080,"Fabp1","ENSMUSG00000054422"
66988,"Lap3","ENSMUSG00000039682"
102570,"Slc22a13","ENSMUSG00000074028"
18624,"Pepd","ENSMUSG00000063931"
18174,"Slc11a2","ENSMUSG00000023030"
53945,"Slc40a1","ENSMUSG00000025993"
11648,"Akp3","ENSMUSG00000036500"
17769,"Mthfr","ENSMUSG00000029009"
66194,"Pycr3","ENSMUSG00000022571"
66171,"Pgls","ENSMUSG00000031807"
226844,"Flvcr1","ENSMUSG00000066595"
66646,"Rpe","ENSMUSG00000026005"
108114,"Slc22a7","ENSMUSG00000067144"
18399,"Slc22a6","ENSMUSG00000024650"
19879,"Slc22a8","ENSMUSG00000063796"
22598,"Slc6a18","ENSMUSG00000021612"
234967,"Slc36a4","ENSMUSG00000043885"
12638,"Cftr","ENSMUSG00000041301"
243328,"Slc29a4","ENSMUSG00000050822"
27404,"Abca8b","ENSMUSG00000020620"
26357,"Abcg2","ENSMUSG00000029802"
11828,"Aqp3","ENSMUSG00000028435"
11832,"Aqp7","ENSMUSG00000028427"
27410,"Abca3","ENSMUSG00000024130"
11304,"Abca4","ENSMUSG00000028125"
109342,"Slc5a10","ENSMUSG00000042371"
230612,"Slc5a9","ENSMUSG00000028544"
246787,"Slc5a2","ENSMUSG00000030781"
241612,"Slc5a12","ENSMUSG00000041644"
52710,"Slc52a2","ENSMUSG00000022560"
16523,"Kcnj8","ENSMUSG00000030247"
20927,"Abcc8","ENSMUSG00000040136"
20928,"Abcc9","ENSMUSG00000030249"
16514,"Kcnj11","ENSMUSG00000096146"
19662,"Rbp4","ENSMUSG00000024990"
20897,"Stra6","ENSMUSG00000032327"
19659,"Rbp1","ENSMUSG00000046402"
19660,"Rbp2","ENSMUSG00000032454"
20778,"Scarb1","ENSMUSG00000037936"
237636,"Npc1l1","ENSMUSG00000020447"
15446,"Hpgd","ENSMUSG00000031613"
74442,"Sgms2","ENSMUSG00000050931"
74182,"Gpcpd1","ENSMUSG00000027346"
64602,"Ireb2","ENSMUSG00000032293"
78801,"Ak7","ENSMUSG00000041323"
11636,"Ak1","ENSMUSG00000026817"
11566,"Adss2","ENSMUSG00000015961"
11565,"Adss1","ENSMUSG00000011148"
114863,"Plpbp","ENSMUSG00000031485"
11846,"Arg1","ENSMUSG00000019987"
12892,"Cpox","ENSMUSG00000022742"
51797,"Ctps1","ENSMUSG00000028633"
55936,"Ctps2","ENSMUSG00000031360"
14923,"Guk1","ENSMUSG00000020444"
110391,"Qdpr","ENSMUSG00000015806"
14593,"Ggps1","ENSMUSG00000021302"
433182,"Eno1b","ENSMUSG00000059040"
13806,"Eno1b","ENSMUSG00000059040"
13806,"Eno1","ENSMUSG00000063524"
13808,"Eno3","ENSMUSG00000060600"
13807,"Eno2","ENSMUSG00000004267"
15203,"Heph","ENSMUSG00000031209"
319945,"Flad1","ENSMUSG00000042642"
216558,"Ugp2","ENSMUSG00000001891"
14433,"Gapdh","ENSMUSG00000057666"
100042025,NA,NA
14447,"Gapdhs","ENSMUSG00000061099"
14583,"Gfpt1","ENSMUSG00000029992"
14584,"Gfpt2","ENSMUSG00000020363"
14645,"Glul","ENSMUSG00000026473"
266744,"Lgsn","ENSMUSG00000050217"
13479,"Dpep1","ENSMUSG00000019278"
218138,"Gmds","ENSMUSG00000038372"
14528,"Gch1","ENSMUSG00000037580"
12350,"Car3","ENSMUSG00000027559"
11826,"Aqp1","ENSMUSG00000004655"
11829,"Aqp4","ENSMUSG00000024411"
17339,"Mip","ENSMUSG00000025389"
11827,"Aqp2","ENSMUSG00000023013"
11830,"Aqp5","ENSMUSG00000044217"
15288,"Hmbs","ENSMUSG00000032126"
12035,"Bcat1","ENSMUSG00000030268"
23917,"Impdh1","ENSMUSG00000003500"
23918,"Impdh2","ENSMUSG00000062867"
12215,"Bsg","ENSMUSG00000023175"
110119,"Mpi","ENSMUSG00000032306"
665563,"Mthfd2l","ENSMUSG00000029376"
192185,"Nadk","ENSMUSG00000029063"
110895,"Slc9a4","ENSMUSG00000026065"
277973,"Slc9a5","ENSMUSG00000014786"
14751,"Gpi1","ENSMUSG00000036427"
18655,"Pgk1","ENSMUSG00000062070"
338366,"Mia3","ENSMUSG00000056050"
18663,"Pgk2","ENSMUSG00000031233"
72157,"Pgm1","ENSMUSG00000025791"
66681,"Pgm2","ENSMUSG00000029171"
29858,"Pmm1","ENSMUSG00000022474"
54128,"Pmm2","ENSMUSG00000022711"
17025,"Alad","ENSMUSG00000028393"
66812,"Ppcdc","ENSMUSG00000063849"
106564,"Ppcs","ENSMUSG00000028636"
56189,"Prodh2","ENSMUSG00000036892"
246049,"Slc36a2","ENSMUSG00000020264"
75456,"Prps1l1","ENSMUSG00000092305"
19139,"Prps1","ENSMUSG00000031432"
110639,"Prps2","ENSMUSG00000025742"
107272,"Psat1","ENSMUSG00000024640"
100678,"Psph","ENSMUSG00000029446"
54391,"Rfk","ENSMUSG00000024712"
21351,"Taldo1","ENSMUSG00000025503"
208967,"Thnsl1","ENSMUSG00000048550"
21881,"Tkt","ENSMUSG00000021957"
74419,"Tktl2","ENSMUSG00000025519"
83553,"Tktl1","ENSMUSG00000031397"
29807,"Tpk1","ENSMUSG00000029735"
21991,"Tpi1","ENSMUSG00000023456"
74246,"Gale","ENSMUSG00000028671"
107652,"Uap1","ENSMUSG00000026670"
227620,"Uap1l1","ENSMUSG00000026956"
22276,"Uros","ENSMUSG00000030979"
108052,"Slc14a1","ENSMUSG00000059336"
27411,"Slc14a2","ENSMUSG00000024552"
104816,"Aspg","ENSMUSG00000037686"
107476,"Acaca","ENSMUSG00000020532"
78914,"Nadsyn1","ENSMUSG00000031090"
11534,"Adk","ENSMUSG00000039197"
69519,"Rwdd2a","ENSMUSG00000032417"
75572,"Acyp2","ENSMUSG00000060923"
66204,"Acyp1","ENSMUSG00000008822"
245847,"Amdhd2","ENSMUSG00000036820"
108147,"Atic","ENSMUSG00000026192"
109900,"Asl","ENSMUSG00000025533"
69634,"Clybl","ENSMUSG00000025545"
67980,"Gnpda2","ENSMUSG00000029209"
26384,"Gnpda1","ENSMUSG00000052102"
14635,"Galk1","ENSMUSG00000020766"
69976,"Galk2","ENSMUSG00000027207"
14430,"Galt","ENSMUSG00000036073"
231327,"Ppat","ENSMUSG00000029246"
68977,"Haghl","ENSMUSG00000061046"
15109,"Hal","ENSMUSG00000020017"
71761,"Amdhd1","ENSMUSG00000015890"
109801,"Glo1","ENSMUSG00000024026"
55980,"Impa1","ENSMUSG00000027531"
114663,"Impa2","ENSMUSG00000024525"
53332,"Mtmr1","ENSMUSG00000015214"
14913,"Guca1a","ENSMUSG00000023982"
18263,"Odc1","ENSMUSG00000011179"
56421,"Pfkp","ENSMUSG00000021196"
18642,"Pfkm","ENSMUSG00000033065"
319848,"Slc17a4","ENSMUSG00000021336"
105355,"Slc17a3","ENSMUSG00000036083"
218103,"Slc17a2","ENSMUSG00000036110"
20505,"Slc34a1","ENSMUSG00000021490"
20531,"Slc34a2","ENSMUSG00000029188"
237823,"Pfas","ENSMUSG00000020899"
257635,"Sdsl","ENSMUSG00000029596"
22171,"Tyms","ENSMUSG00000025747"
243537,"Uroc1","ENSMUSG00000034456"
19703,"Renbp","ENSMUSG00000031387"
320685,"Dctd","ENSMUSG00000031562"
116914,"Slc19a2","ENSMUSG00000040918"
269378,"Ahcy","ENSMUSG00000027597"
229709,"Ahcyl1","ENSMUSG00000027893"
55951,"Mpc1","ENSMUSG00000023861"
70456,"Mpc2","ENSMUSG00000026568"
54670,"Atp8b1","ENSMUSG00000039529"
54667,"Atp8b2","ENSMUSG00000060671"
50770,"Atp11a","ENSMUSG00000031441"
320940,"Atp11c","ENSMUSG00000062949"
18669,"Abcb1b","ENSMUSG00000028970"
66834,"Acot13","ENSMUSG00000006717"
22227,"Ucp1","ENSMUSG00000031710"
329910,"Acot11","ENSMUSG00000034853"
74104,"Abcb6","ENSMUSG00000026198"
56315,"Rhcg","ENSMUSG00000030549"
12491,"Cd36","ENSMUSG00000002944"
19765,"Ralbp1","ENSMUSG00000024096"
18104,"Nqo1","ENSMUSG00000003849"
68312,"Gstm7","ENSMUSG00000004035"
171168,"Acer1","ENSMUSG00000045019"
66190,"Acer3","ENSMUSG00000030760"
230379,"Acer2","ENSMUSG00000038007"
19156,"Psap","ENSMUSG00000004207"
14667,"Gm2a","ENSMUSG00000000594"
230101,"Gba2","ENSMUSG00000028467"
23956,"Neu2","ENSMUSG00000079434"
50877,"Neu3","ENSMUSG00000035239"
20452,"St8sia4","ENSMUSG00000040710"
16890,"Lipe","ENSMUSG00000003123"
16891,"Lipg","ENSMUSG00000053846"
67758,"Aadac","ENSMUSG00000027761"
269060,"Dagla","ENSMUSG00000035735"
231871,"Daglb","ENSMUSG00000039206"
18947,"Pnliprp2","ENSMUSG00000025091"
69060,"Pnlip","ENSMUSG00000046008"
66853,"Pnpla2","ENSMUSG00000025509"
67717,"Lipf","ENSMUSG00000024768"
18946,"Pnliprp1","ENSMUSG00000042179"
14077,"Fabp3","ENSMUSG00000028773"
14079,"Fabp2","ENSMUSG00000023057"
12140,"Fabp7","ENSMUSG00000019874"
16592,"Fabp5","ENSMUSG00000027533"
16204,"Fabp6","ENSMUSG00000020405"
11770,"Fabp4","ENSMUSG00000062515"
75497,"Fabp12","ENSMUSG00000027530"
21884,"Fabp9","ENSMUSG00000027528"
20216,"Acsm3","ENSMUSG00000030935"
233799,"Acsm2","ENSMUSG00000030945"
272428,"Acsm5","ENSMUSG00000030972"
233801,"Acsm4","ENSMUSG00000047026"
67469,"Abhd5","ENSMUSG00000032540"
218121,"Mboat1","ENSMUSG00000038732"
225010,"Lclat1","ENSMUSG00000054469"
64898,"Lpin2","ENSMUSG00000024052"
235044,"Plppr2","ENSMUSG00000040563"
229791,"Plppr4","ENSMUSG00000044667"
216152,"Plppr3","ENSMUSG00000035835"
64899,"Lpin3","ENSMUSG00000027412"
14245,"Lpin1","ENSMUSG00000020593"
71910,"Plpp5","ENSMUSG00000031570"
381925,"Plpp4","ENSMUSG00000070366"
28042,"Selenoi","ENSMUSG00000075703"
18807,"Pld3","ENSMUSG00000003363"
104759,"Pld4","ENSMUSG00000052160"
194908,"Pld6","ENSMUSG00000043648"
12038,"Bche","ENSMUSG00000027792"
69923,"Agk","ENSMUSG00000029916"
67260,"Cers4","ENSMUSG00000008206"
71949,"Cers5","ENSMUSG00000023021"
76893,"Cers2","ENSMUSG00000015714"
545975,"Cers3","ENSMUSG00000030510"
241447,"Cers6","ENSMUSG00000027035"
93898,"Cers1","ENSMUSG00000087408"
54447,"Asah2","ENSMUSG00000024887"
76485,"Glt8d1","ENSMUSG00000021916"
68273,"Pomgnt1","ENSMUSG00000028700"
66435,"Uggt2","ENSMUSG00000042104"
67909,"Galntl5","ENSMUSG00000028938"
74782,"Glt8d2","ENSMUSG00000020251"
56375,"B4galt4","ENSMUSG00000022793"
654821,"Gcnt7","ENSMUSG00000074569"
16430,"Stt3a","ENSMUSG00000032116"
320011,"Uggt1","ENSMUSG00000037470"
330406,"B4galnt3","ENSMUSG00000041372"
108155,"Ogt","ENSMUSG00000034160"
26878,"B3galt2","ENSMUSG00000033849"
97884,"B3galnt2","ENSMUSG00000039242"
224143,"Poglut1","ENSMUSG00000034064"
68292,"Stt3b","ENSMUSG00000032437"
14422,"B4galnt2","ENSMUSG00000013418"
268510,"Mgat5b","ENSMUSG00000043857"
26877,"B3galt1","ENSMUSG00000034780"
171167,"Fut10","ENSMUSG00000046152"
14347,"Fut7","ENSMUSG00000036587"
330671,"B4galnt4","ENSMUSG00000055629"
381694,"B3glct","ENSMUSG00000051950"
208211,"Alg1","ENSMUSG00000039427"
14345,"Fut4","ENSMUSG00000049307"
73068,"Fut11","ENSMUSG00000039357"
71103,"Glt6d1","ENSMUSG00000036401"
67555,"Mgat4d","ENSMUSG00000035057"
97440,"B3gnt9","ENSMUSG00000069920"
56356,"Gltp","ENSMUSG00000011884"
238023,"Hexd","ENSMUSG00000039307"
74577,"Glb1l","ENSMUSG00000026200"
20448,"St6galnac4","ENSMUSG00000079442"
241159,"Neu4","ENSMUSG00000034000"
14344,"Fut2","ENSMUSG00000055978"
71519,"Cyp2u1","ENSMUSG00000027983"
69590,"Gpx8","ENSMUSG00000021760"
71854,"Dpep3","ENSMUSG00000031898"
319446,"Dpep2","ENSMUSG00000053687"
319446,"Dpep2","ENSMUSG00000115067"
56351,"Ptges3","ENSMUSG00000071072"
67053,"Rpp14","ENSMUSG00000023156"
224024,"Scarf2","ENSMUSG00000012017"
105349,"Akr1c18","ENSMUSG00000021214"
676527,"Faxdc2","ENSMUSG00000086962"
98386,"Lbr","ENSMUSG00000004880"
17919,"Myo5b","ENSMUSG00000025885"
110611,"Hdlbp","ENSMUSG00000034088"
18145,"Npc1","ENSMUSG00000024413"
102294,"Cyp4v3","ENSMUSG00000079057"
57357,"Srd5a3","ENSMUSG00000029233"
27400,"Hsd17b6","ENSMUSG00000025396"
56348,"Hsd17b12","ENSMUSG00000027195"
114664,"Hsd17b11","ENSMUSG00000029311"
54325,"Elovl1","ENSMUSG00000006390"
12686,"Elovl3","ENSMUSG00000038754"
74559,"Elovl7","ENSMUSG00000021696"
57874,"Hacd3","ENSMUSG00000033629"
67044,"Higd2a","ENSMUSG00000025868"
30963,"Hacd1","ENSMUSG00000063275"
66775,"Hacd4","ENSMUSG00000028497"
70757,"Hacd2","ENSMUSG00000035376"
106529,"Tecr","ENSMUSG00000031708"
243078,"Tecrl","ENSMUSG00000049537"
328035,"Fads6","ENSMUSG00000044788"
60527,"Fads3","ENSMUSG00000024664"
66411,"Tbcb","ENSMUSG00000006095"
214663,"Slc25a29","ENSMUSG00000021265"
14187,"Akr1b8","ENSMUSG00000029762"
215015,"Fam20b","ENSMUSG00000033557"
238024,"Fn3krp","ENSMUSG00000039253"
74035,"Nol9","ENSMUSG00000028948"
63828,"Fn3k","ENSMUSG00000025175"
75578,"Fggy","ENSMUSG00000028573"
100503991,"Acp4","ENSMUSG00000012777"
235534,"Pxylp1","ENSMUSG00000043587"
101744,"Acp7","ENSMUSG00000037469"
331487,"Uprt","ENSMUSG00000073016"
319518,"Pdpr","ENSMUSG00000033624"
18452,"P4ha2","ENSMUSG00000018906"
18451,"P4ha1","ENSMUSG00000019916"
320452,"P4ha3","ENSMUSG00000051048"
67870,"Enoph1","ENSMUSG00000029326"
104923,"Adi1","ENSMUSG00000020629"
100328588,"Il4i1","ENSMUSG00000074141"
14204,"Il4i1","ENSMUSG00000074141"
67712,"Slc25a37","ENSMUSG00000034248"
246696,"Slc25a28","ENSMUSG00000040414"
54384,"Mtmr7","ENSMUSG00000039431"
75454,"Phpt1","ENSMUSG00000036504"
219135,"Mtmr6","ENSMUSG00000021987"
209039,"Tns2","ENSMUSG00000037003"
103466,"Nt5dc3","ENSMUSG00000054027"
103199,"Fig4","ENSMUSG00000038417"
75769,"Plppr5","ENSMUSG00000033342"
329506,"Ctdspl2","ENSMUSG00000033411"
237523,"Ptprq","ENSMUSG00000035916"
72102,"Dusp11","ENSMUSG00000030002"
218232,"Ptpdc1","ENSMUSG00000038042"
227721,"Plpp7","ENSMUSG00000051373"
97287,"Mtmr14","ENSMUSG00000030269"
66865,"Pmpca","ENSMUSG00000026926"
101490,"Inpp5f","ENSMUSG00000042105"
74411,"Plpp6","ENSMUSG00000040105"
83493,"Sacm1l","ENSMUSG00000025240"
67881,"Mdp1","ENSMUSG00000002329"
17330,"Minpp1","ENSMUSG00000024896"
217837,"Itpk1","ENSMUSG00000057963"
227733,"Pip5kl1","ENSMUSG00000046854"
22262,"Uox","ENSMUSG00000028186"
241452,"Dhrs9","ENSMUSG00000027068"
20148,"Dhrs3","ENSMUSG00000066026"
791260,"Tomt","ENSMUSG00000078630"
107585,"Dio3","ENSMUSG00000075707"
13371,"Dio2","ENSMUSG00000007682"
13370,"Dio1","ENSMUSG00000034785"
56362,"Sult1b1","ENSMUSG00000029269"
69083,"Sult1c2","ENSMUSG00000023122"
52064,"Coq5","ENSMUSG00000041733"
69188,"Kmt2e","ENSMUSG00000029004"
231051,"Kmt2c","ENSMUSG00000038056"
233904,"Setd1a","ENSMUSG00000042308"
20937,"Suv39h1","ENSMUSG00000039231"
208266,"Dot1l","ENSMUSG00000061589"
75410,"Kmt2b","ENSMUSG00000006307"
107823,"Nsd2","ENSMUSG00000057406"
225888,"Kmt5b","ENSMUSG00000045098"
192195,"Ash1l","ENSMUSG00000028053"
214162,"Kmt2a","ENSMUSG00000002028"
232811,"Kmt5c","ENSMUSG00000059851"
239122,"Setdb2","ENSMUSG00000071350"
208043,"Setd1b","ENSMUSG00000038384"
84505,"Setdb1","ENSMUSG00000015697"
73251,"Setd7","ENSMUSG00000037111"
234135,"Nsd3","ENSMUSG00000054823"
64707,"Suv39h2","ENSMUSG00000026646"
18193,"Nsd1","ENSMUSG00000021488"
381022,"Kmt2d","ENSMUSG00000048154"
74729,"Setmar","ENSMUSG00000034639"
77683,"Ehmt1","ENSMUSG00000036893"
235626,"Setd2","ENSMUSG00000044791"
67956,"Kmt5a","ENSMUSG00000049327"
69726,"Smyd3","ENSMUSG00000055067"
110147,"Ehmt2","ENSMUSG00000013787"
69019,"Spcs1","ENSMUSG00000021917"
66624,"Spcs2","ENSMUSG00000035227"
76687,"Spcs3","ENSMUSG00000054408"
56529,"Sec11a","ENSMUSG00000025724"
66286,"Sec11c","ENSMUSG00000024516"
57170,"Dolpp1","ENSMUSG00000026856"
107895,"Mgat5","ENSMUSG00000036155"
67569,"Mgat4c","ENSMUSG00000019888"
69675,"Pxdn","ENSMUSG00000020674"
227399,"Ppip5k2","ENSMUSG00000040648"
327655,"Ppip5k1","ENSMUSG00000033526"
225913,"Tkfc","ENSMUSG00000034371"
70974,"Pgm2l1","ENSMUSG00000030729"
67935,"Ces5a","ENSMUSG00000058019"
13909,"Ces3b","ENSMUSG00000062181"
382053,"Ces3a","ENSMUSG00000069922"
104158,"Ces1d","ENSMUSG00000056973"
109791,"Clps","ENSMUSG00000024225"
67473,"Slc47a1","ENSMUSG00000010122"
380701,"Slc47a2","ENSMUSG00000069855"
75750,"Slc10a6","ENSMUSG00000029321"
20521,"Slc22a12","ENSMUSG00000061742"
235386,"Hykk","ENSMUSG00000035878"
66065,"Hsd17b14","ENSMUSG00000030825"
71412,"Dhrs2","ENSMUSG00000022209"
53415,"Htatip2","ENSMUSG00000039745"
234309,"Cbr4","ENSMUSG00000031641"
13016,"Ctbp1","ENSMUSG00000037373"
69772,"Bdh2","ENSMUSG00000028167"
70061,"Sdr9c7","ENSMUSG00000040127"
436008,"Sdr42e2","ENSMUSG00000109392"
74032,"Sdr42e1","ENSMUSG00000034308"
80707,"Wwox","ENSMUSG00000004637"
67861,"Akr1b10","ENSMUSG00000061758"
320981,"Enpp6","ENSMUSG00000038173"
72947,"Phykpl","ENSMUSG00000020359"
76768,"Alpi","ENSMUSG00000079440"
11650,"Alppl2","ENSMUSG00000026246"
330962,"Slc51b","ENSMUSG00000053862"
106407,"Slc51a","ENSMUSG00000035699"
94215,"Ugt2a1","ENSMUSG00000106677"
72094,"Ugt2a3","ENSMUSG00000035780"
269823,"Pon3","ENSMUSG00000029759"
22273,"Uqcrc1","ENSMUSG00000025651"
66576,"Uqcrh","ENSMUSG00000063882"
17711,"mt-Cytb","ENSMUSG00000064370"
66152,"Uqcr10","ENSMUSG00000059534"
66594,"Uqcr11","ENSMUSG00000020163"
67003,"Uqcrc2","ENSMUSG00000030884"
66694,"Uqcrfs1","ENSMUSG00000038462"
66445,"Cyc1","ENSMUSG00000022551"
22272,"Uqcrq","ENSMUSG00000044894"
67530,"Uqcrb","ENSMUSG00000021520"
20523,"Slc25a14","ENSMUSG00000031105"
22229,"Ucp3","ENSMUSG00000032942"
22228,"Ucp2","ENSMUSG00000033685"
74011,"Slc25a27","ENSMUSG00000023912"
66218,"Ndufb9","ENSMUSG00000022354"
226646,"Ndufs2","ENSMUSG00000013593"
227197,"Ndufs1","ENSMUSG00000025968"
67130,"Ndufa6","ENSMUSG00000022450"
66414,"Ndufa12","ENSMUSG00000020022"
66495,"Ndufb3","ENSMUSG00000026032"
68194,"Ndufb4","ENSMUSG00000022820"
100041273,"Ndufb4","ENSMUSG00000022820"
100041273,"Ndufb4c","ENSMUSG00000083380"
100042503,"Ndufb4","ENSMUSG00000022820"
100042503,"Ndufb4b","ENSMUSG00000120425"
407785,"Ndufs6","ENSMUSG00000021606"
68197,"Ndufc2","ENSMUSG00000030647"
66091,"Ndufa3","ENSMUSG00000035674"
54405,"Ndufa1","ENSMUSG00000016427"
75406,"Ndufs7","ENSMUSG00000020153"
225887,"Ndufs8","ENSMUSG00000059734"
230075,"Ndufb6","ENSMUSG00000071014"
66377,"Ndufc1","ENSMUSG00000037152"
67273,"Ndufa10","ENSMUSG00000026260"
595136,"Ndufs5","ENSMUSG00000028648"
68342,"Ndufb10","ENSMUSG00000040048"
17718,"mt-Nd3","ENSMUSG00000064360"
80286,"Tusc3","ENSMUSG00000118664"
68349,"Ndufs3","ENSMUSG00000005510"
17722,"mt-Nd6","ENSMUSG00000064368"
17720,"mt-Nd4l","ENSMUSG00000065947"
102631912,"Ndufb1","ENSMUSG00000113902"
66416,"Ndufa7","ENSMUSG00000041881"
17995,"Ndufv1","ENSMUSG00000037916"
68202,"Ndufa5","ENSMUSG00000023089"
17719,"mt-Nd4","ENSMUSG00000064363"
17992,"Ndufa4","ENSMUSG00000029632"
67184,"Ndufa13","ENSMUSG00000036199"
67264,"Ndufb8","ENSMUSG00000025204"
66108,"Ndufa9","ENSMUSG00000000399"
69875,"Ndufa11","ENSMUSG00000002379"
66046,"Ndufb5","ENSMUSG00000027673"
17993,"Ndufs4","ENSMUSG00000021764"
66916,"Ndufb7","ENSMUSG00000033938"
17717,"mt-Nd2","ENSMUSG00000064345"
17991,"Ndufa2","ENSMUSG00000014294"
68375,"Ndufa8","ENSMUSG00000026895"
68198,"Ndufb2","ENSMUSG00000002416"
17716,"mt-Nd1","ENSMUSG00000064341"
78330,"Ndufv3","ENSMUSG00000024038"
70316,"Ndufab1","ENSMUSG00000030869"
72900,"Ndufv2","ENSMUSG00000024099"
17721,"mt-Nd5","ENSMUSG00000064367"
104130,"Ndufb11","ENSMUSG00000031059"
12868,"Cox8a","ENSMUSG00000035885"
12866,"Cox7a2","ENSMUSG00000032330"
12859,"Cox5b","ENSMUSG00000061518"
12857,"Cox4i1","ENSMUSG00000031818"
75483,"Cox8c","ENSMUSG00000043319"
20463,"Cox7a2l","ENSMUSG00000024248"
12867,"Cox7c","ENSMUSG00000017778"
17708,"mt-Co1","ENSMUSG00000064351"
66142,"Cox7b","ENSMUSG00000031231"
